,bkg_norm,signal_norm,spectral_index,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,1.698806606687769e-06,0.16866568367196955,3.2007460591866854,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,-293600.4339894425,0.0,-6.17092597407396,-6.17092597407396
1,-3.428078544138398e-06,0.16890038942765873,3.2010762824319956,0,0.0,0.10101010101010101,0.3333333333333333,0.6666666666666666,0,-293600.4339848587,4.583795089274645e-06,-6.17092597407396,-6.069915873063859
2,8.730434391534719e-08,0.16902225371523563,3.201164599818219,0,0.0,0.20202020202020202,0.3333333333333333,0.6666666666666666,0,-293600.43397785054,1.1591939255595207e-05,-6.17092597407396,-5.968905772053757
3,-2.494515645486865e-07,0.16924262501850024,3.2014273295331863,0,0.0,0.30303030303030304,0.3333333333333333,0.6666666666666666,0,-293600.4339669826,2.2459891624748707e-05,-6.17092597407396,-5.867895671043657
4,2.4705748064418264e-06,0.169488160140528,3.2017696933199384,0,0.0,0.40404040404040403,0.3333333333333333,0.6666666666666666,0,-293600.43395018356,3.925891360267997e-05,-6.17092597407396,-5.766885570033555
5,4.863095743675497e-08,0.16988687860001397,3.2022284376397137,0,0.0,0.5050505050505051,0.3333333333333333,0.6666666666666666,0,-293600.43392447813,6.496434798464179e-05,-6.17092597407396,-5.6658754690234545
6,-3.027543143760216e-06,0.17037757171615908,3.202788981288723,0,0.0,0.6060606060606061,0.3333333333333333,0.6666666666666666,0,-293600.4338842438,0.00010519870556890965,-6.17092597407396,-5.564865368013354
7,-3.0907636144611913e-06,0.17094745915826687,3.203500938951581,0,0.0,0.7070707070707071,0.3333333333333333,0.6666666666666666,0,-293600.4338215993,0.0001678431872278452,-6.17092597407396,-5.463855267003252
8,-1.3883895684771821e-06,0.1716154139301609,3.2043041439185442,0,0.0,0.8080808080808081,0.3333333333333333,0.6666666666666666,0,-293600.4337239775,0.0002654650015756488,-6.17092597407396,-5.362845165993152
9,-2.747198962359018e-06,0.17254495863133001,3.205418609529284,0,0.0,0.9090909090909091,0.3333333333333333,0.6666666666666666,0,-293600.43357130594,0.00041813653660938144,-6.17092597407396,-5.261835064983051
10,-2.617998561968447e-06,0.17365977079398953,3.2066799119309803,0,0.0,1.0101010101010102,0.3333333333333333,0.6666666666666666,0,-293600.43333318195,0.0006562605267390609,-6.17092597407396,-5.160824963972949
11,-1.4107910985982151e-06,0.17504162418760513,3.2083264307721624,0,0.0,1.1111111111111112,0.3333333333333333,0.6666666666666666,0,-293600.4329615571,0.0010278853587806225,-6.17092597407396,-5.059814862962849
12,-6.632564337818101e-06,0.17691428534110148,3.210607939548547,0,0.0,1.2121212121212122,0.3333333333333333,0.6666666666666666,0,-293600.432382614,0.0016068284749053419,-6.17092597407396,-4.958804761952747
13,-4.511460139047653e-07,0.17902601738696988,3.2130618509388675,0,0.0,1.3131313131313131,0.3333333333333333,0.6666666666666666,0,-293600.4314867937,0.0025026488001458347,-6.17092597407396,-4.857794660942647
14,4.426671581864443e-06,0.18171815442130976,3.216221641498976,0,0.0,1.4141414141414141,0.3333333333333333,0.6666666666666666,0,-293600.4301031778,0.0038862646906636655,-6.17092597407396,-4.756784559932546
15,5.836327356257736e-06,0.18517440028318385,3.2202415393830064,0,0.0,1.5151515151515151,0.3333333333333333,0.6666666666666666,0,-293600.4279844848,0.006004957656841725,-6.17092597407396,-4.655774458922444
16,1.0157535038293834e-05,0.18943173364453153,3.225250525759609,0,0.0,1.6161616161616161,0.3333333333333333,0.6666666666666666,0,-293600.4247681738,0.00922126870136708,-6.17092597407396,-4.554764357912344
17,1.4041013473754642e-05,0.19477044459119833,3.231548671825561,0,0.0,1.7171717171717171,0.3333333333333333,0.6666666666666666,0,-293600.4199453427,0.014044099778402597,-6.17092597407396,-4.4537542569022435
18,1.9082783829971545e-05,0.2013847432429719,3.2392656774645876,0,0.0,1.8181818181818181,0.3333333333333333,0.6666666666666666,0,-293600.4128233338,0.021166108665056527,-6.17092597407396,-4.352744155892141
19,3.879408428443123e-05,0.20927359829022235,3.2484970062242158,0,0.0,1.9191919191919191,0.3333333333333333,0.6666666666666666,0,-293600.402520596,0.03146884648595005,-6.17092597407396,-4.251734054882041
20,6.297165151539164e-05,0.2189705895632488,3.259575591428655,0,0.0,2.0202020202020203,0.3333333333333333,0.6666666666666666,0,-293600.388004758,0.045984684489667416,-6.17092597407396,-4.150723953871939
21,0.00010498539738840153,0.23047081945881198,3.272851987870862,0,0.0,2.121212121212121,0.3333333333333333,0.6666666666666666,0,-293600.36824388715,0.06574555533006787,-6.17092597407396,-4.049713852861839
22,0.00013817113645472315,0.24447171887021657,3.288559108068464,0,0.0,2.2222222222222223,0.3333333333333333,0.6666666666666666,0,-293600.34251892235,0.09147052012849599,-6.17092597407396,-3.9487037518517383
23,0.00019012290777941534,0.26100230268093527,3.3068917892557104,0,0.0,2.323232323232323,0.3333333333333333,0.6666666666666666,0,-293600.31092574075,0.12306370172882453,-6.17092597407396,-3.847693650841636
24,0.00024906647053574165,0.28036481576755795,3.3279731674979613,0,0.0,2.4242424242424243,0.3333333333333333,0.6666666666666666,0,-293600.2750006873,0.15898875519633293,-6.17092597407396,-3.746683549831536
25,0.0003047322637380695,0.3027309137335504,3.351390364042591,0,0.0,2.525252525252525,0.3333333333333333,0.6666666666666666,0,-293600.23818417283,0.19580526964273304,-6.17092597407396,-3.6456734488214337
26,0.00035151744324794375,0.3281671037067415,3.3767207513496285,0,0.0,2.6262626262626263,0.3333333333333333,0.6666666666666666,0,-293600.2056482128,0.22834122966742143,-6.17092597407396,-3.5446633478113334
27,0.00036716856281875126,0.3565546757405613,3.4031427891400554,0,0.0,2.727272727272727,0.3333333333333333,0.6666666666666666,0,-293600.1830076964,0.2509817460668273,-6.17092597407396,-3.443653246801233
28,0.00036739659658878524,0.3868501256958743,3.4281263117695855,0,0.0,2.8282828282828283,0.3333333333333333,0.6666666666666666,0,-293600.1738952075,0.2600942349527031,-6.17092597407396,-3.342643145791131
29,0.0003801792095816391,0.4178469741684404,3.449121928725824,0,0.0,2.929292929292929,0.3333333333333333,0.6666666666666666,0,-293600.1774845993,0.25650484318612143,-6.17092597407396,-3.2416330447810306
