,bkg_norm,signal_norm,alpha,beta,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,-8.947505233629985e-05,-0.01302727127129144,2.0244995859106707,0.5000000000000006,-inf,0.0,0.0,0.4999999999999995,0.5617135631241291,0,-211688.82359863562,0.01185524120228365,-6.17092597407396,-6.17092597407396
1,-8.91702614103797e-05,-0.012937281784482453,2.024530281074215,0.4999999999999988,-inf,0.0,0.10101010101010101,0.5000000000000012,0.5615927829691929,0,-211688.8236696645,0.011784212314523757,-6.17092597407396,-6.069915873063859
2,-8.874639884103781e-05,-0.013339848810003632,2.0245703752137185,0.49999999999999956,-inf,0.0,0.20202020202020202,0.5000000000000004,0.5626465189630023,0,-211688.82375901775,0.011694859073031694,-6.17092597407396,-5.968905772053757
3,-8.824628622678877e-05,-0.012736023785522249,2.0246200561230188,0.4999999999999997,-inf,0.0,0.30303030303030304,0.5000000000000003,0.561380549326179,0,-211688.8238709913,0.011582885519601405,-6.17092597407396,-5.867895671043657
4,-8.760081870612965e-05,-0.012628587379324381,2.0246829194753846,0.4999999999999999,-inf,0.0,0.40404040404040403,0.5,0.5613133261872613,0,-211688.82401147758,0.011442399234510958,-6.17092597407396,-5.766885570033555
5,-8.67645204606267e-05,-0.01266379845182571,2.024761755170711,0.49999999999999983,-inf,0.0,0.5050505050505051,0.5000000000000001,0.5616195608581589,0,-211688.8241873469,0.011266529909335077,-6.17092597407396,-5.6658754690234545
6,-8.577024954738547e-05,-0.01274421322109841,2.024862315684824,0.5000000000000001,-inf,0.0,0.6060606060606061,0.4999999999999999,0.5620961826915734,0,-211688.82440698234,0.011046894476749003,-6.17092597407396,-5.564865368013354
7,-8.447405059350968e-05,-0.012437145252247785,2.0249880568291436,0.4999999999999998,-inf,0.0,0.7070707070707071,0.5000000000000001,0.5617416062301094,0,-211688.82468033297,0.010773543850518763,-6.17092597407396,-5.463855267003252
8,-8.283321210723629e-05,-0.012504044427139073,2.0251455242797634,0.4999999999999999,-inf,0.0,0.8080808080808081,0.5,0.5623518817630686,0,-211688.82501966416,0.010434212657855824,-6.17092597407396,-5.362845165993152
9,-8.081640972181363e-05,-0.012182161931948878,2.0253467847557585,0.4999999999999998,-inf,0.0,0.9090909090909091,0.5000000000000002,0.5621796877792167,0,-211688.8254385241,0.01001535271643661,-6.17092597407396,-5.261835064983051
10,-7.824996177851592e-05,-0.011973734486034834,2.0255988063920443,0.5000000000000003,-inf,0.0,1.0101010101010102,0.4999999999999998,0.5624190494264992,0,-211688.82595276908,0.009501107735559344,-6.17092597407396,-5.160824963972949
11,-7.50043855775694e-05,-0.011626437026360468,2.0259126642811807,0.5000000000000002,-inf,0.0,1.1111111111111112,0.4999999999999997,0.5625169539068706,0,-211688.82657897798,0.008874898834619671,-6.17092597407396,-5.059814862962849
12,-7.094285550343273e-05,-0.011830682719850747,2.026309826032157,0.49999999999999994,-inf,0.0,1.2121212121212122,0.5000000000000001,0.5641437205124717,0,-211688.82733434724,0.008119529578834772,-6.17092597407396,-4.958804761952747
13,-6.590558679562308e-05,-0.012724770572667988,2.0268157457385962,0.5000000000000001,-inf,0.0,1.3131313131313131,0.49999999999999983,0.5676999225001199,0,-211688.82823321974,0.007220657076686621,-6.17092597407396,-4.857794660942647
14,-5.955197500427169e-05,-0.014116147193872535,2.0274443560111695,0.5000000000000002,-inf,0.0,1.4141414141414141,0.4999999999999999,0.5728074183431654,0,-211688.8292825761,0.006171300716232508,-6.17092597407396,-4.756784559932546
15,-5.2072358424782705e-05,0.014675684904949486,2.028205459530157,0.4999999999999999,-inf,0.0,1.5151515151515151,0.5000000000000001,0.5091913859588788,0,-211688.83042780528,0.00502607153612189,-6.17092597407396,-4.655774458922444
16,-4.201314964109618e-05,-0.017271489823127026,2.0292378002534064,0.5000000000000001,-inf,0.0,1.6161616161616161,0.49999999999999994,0.5855729515646512,0,-211688.83177713037,0.0036767464480362833,-6.17092597407396,-4.554764357912344
17,-2.9914231766944356e-05,-0.019672115603888627,2.030479908156012,0.5000000000000001,-inf,0.0,1.7171717171717171,0.5,0.5950414649196748,0,-211688.83311501425,0.0023388625704683363,-6.17092597407396,-4.4537542569022435
18,-1.517434333539913e-05,-0.022370729932398494,2.0320451834560114,0.5000000000000003,-inf,0.0,1.8181818181818181,0.4999999999999998,0.6063017609731147,0,-211688.83434448938,0.001109387434553355,-6.17092597407396,-4.352744155892141
19,2.007987014987277e-06,0.00788729038351119,2.033900712264871,0.5,-inf,0.0,1.9191919191919191,0.49999999999999994,0.5404101637195833,0,-211688.83519934345,0.00025453337002545595,-6.17092597407396,-4.251734054882041
20,2.313017833874187e-05,0.020268335700136277,2.03624571672656,0.49999999999999994,-inf,0.0,2.0202020202020203,0.5,0.5190817881322309,0,-211688.83538602965,6.784716970287263e-05,-6.17092597407396,-4.150723953871939
21,4.0304184713693226e-05,-0.0028590986041137313,2.041760427737583,0.4984818780632865,-inf,0.0,2.121212121212121,0.5015181219367136,0.5815311055514282,0,-211688.83438346616,0.0010704106534831226,-6.17092597407396,-4.049713852861839
22,4.755873638843651e-05,0.016376669588973384,2.051254421971911,0.4948246067221819,-inf,0.0,2.2222222222222223,0.505175393277818,0.5475673555515995,0,-211688.83286582265,0.0025880541652441025,-6.17092597407396,-3.9487037518517383
23,5.37599433468087e-05,0.06602982809212585,2.0622198597000616,0.49062808436131294,-inf,0.0,2.323232323232323,0.5093719156386869,0.45029138207567565,0,-211688.8310918414,0.004362035426311195,-6.17092597407396,-3.847693650841636
