,gamma,PHI,x_vals,llh,delta_llh
147,2.5653061224489795,1.25,"[-5.29580349e-03  8.00000000e+00  5.29150262e-01  1.49622619e-01
  7.75348589e-01 -1.62219406e+02]",-293568.59627038054,51.087771301565226
148,2.5653061224489795,1.3000000000000003,"[-8.27187804e-03  8.00000000e+00  5.28196520e-01  1.49999997e-01
  7.77814988e-01 -1.62221459e+02]",-293559.38399597805,60.30004570406163
149,2.5653061224489795,1.35,"[-1.03805867e-02  8.00000000e+00  5.24404420e-01  1.50332957e-01
  7.81025051e-01 -1.62223444e+02]",-293548.97230081033,70.71174087177496
150,2.5653061224489795,1.4000000000000004,"[-1.23771276e-02  8.00000000e+00  5.19615293e-01  1.50332963e-01
  7.84219337e-01 -1.62225734e+02]",-293537.094603246,82.58943843608722
151,2.5653061224489795,1.4500000000000002,"[-1.44684687e-02  8.00000000e+00  5.14781504e-01  1.50693347e-01
  7.87400798e-01 -1.62228818e+02]",-293523.6380166803,96.04602500179317
152,2.5653061224489795,1.5,"[-1.65063262e-02  8.00000000e+00  5.09901745e-01  1.50665189e-01
  7.90569408e-01 -1.62232454e+02]",-293508.7051512452,110.97889043693431
153,2.5979591836734692,-1.0,"[ 3.05065671e-02  7.99966452e+00  5.52268043e-01  1.49161978e-01
  7.49142884e-01 -1.62232117e+02]",-293598.1586255652,21.52541611692868
154,2.5979591836734692,-0.95,"[ 3.05053478e-02  7.99966451e+00  5.52268218e-01  1.49161920e-01
  7.49142707e-01 -1.62232117e+02]",-293598.2825711391,21.40147054300178
155,2.5979591836734692,-0.9,"[ 2.97582414e-02  7.99966042e+00  5.52268044e-01  1.49020626e-01
  7.48909556e-01 -1.62232093e+02]",-293598.42287507094,21.26116661116248
156,2.5979591836734692,-0.85,"[ 2.97582414e-02  7.99966042e+00  5.52268044e-01  1.49020626e-01
  7.48909556e-01 -1.62232093e+02]",-293598.57431137795,21.10973030416062
157,2.5979591836734692,-0.8,"[ 2.97582414e-02  7.99966042e+00  5.52268044e-01  1.49020626e-01
  7.48909556e-01 -1.62232093e+02]",-293598.74085538054,20.9431863015634
158,2.5979591836734692,-0.75,"[ 2.95912772e-02  7.99965944e+00  5.52265277e-01  1.48996645e-01
  7.48866042e-01 -1.62232087e+02]",-293598.9242064697,20.759835212433245
159,2.5979591836734692,-0.7,"[ 2.95912658e-02  7.99965944e+00  5.52265279e-01  1.48996644e-01
  7.48866040e-01 -1.62232087e+02]",-293599.12511581194,20.558925870165695
160,2.5979591836734692,-0.6499999999999999,"[ 2.95912652e-02  7.99965944e+00  5.52265279e-01  1.48996644e-01
  7.48866040e-01 -1.62232087e+02]",-293599.34513130994,20.338910372171085
161,2.5979591836734692,-0.6,"[ 2.92490946e-02  7.99965936e+00  5.52268038e-01  1.48996644e-01
  7.48331477e-01 -1.62232072e+02]",-293599.5908399052,20.093201776908245
162,2.5979591836734692,-0.55,"[ 2.92490946e-02  7.99965936e+00  5.52268038e-01  1.48996644e-01
  7.48331477e-01 -1.62232072e+02]",-293599.85461505677,19.829426625336055
163,2.5979591836734692,-0.5,"[ 2.92490946e-02  7.99965936e+00  5.52268038e-01  1.48996644e-01
  7.48331477e-01 -1.62232072e+02]",-293600.14187575906,19.542165923048742
164,2.5979591836734692,-0.44999999999999996,"[ 2.92490946e-02  7.99965936e+00  5.52268038e-01  1.48996644e-01
  7.48331477e-01 -1.62232072e+02]",-293600.45402188576,19.230019796348643
165,2.5979591836734692,-0.3999999999999999,"[ 2.92490402e-02  7.99965936e+00  5.52268046e-01  1.48996642e-01
  7.48331469e-01 -1.62232072e+02]",-293600.7923839109,18.891657771193422
166,2.5979591836734692,-0.35,"[ 2.84448979e-02  7.99965936e+00  5.52268004e-01  1.48996641e-01
  7.48357392e-01 -1.62232041e+02]",-293601.16265555145,18.52138613065472
167,2.5979591836734692,-0.29999999999999993,"[ 2.81468922e-02  7.99965936e+00  5.52268045e-01  1.48996709e-01
  7.48331499e-01 -1.62232029e+02]",-293601.5603177158,18.12372396630235
168,2.5979591836734692,-0.25,"[ 2.81465732e-02  7.99965936e+00  5.52268014e-01  1.48996694e-01
  7.48331453e-01 -1.62232029e+02]",-293601.98757125705,17.69647042505676
169,2.5979591836734692,-0.19999999999999996,"[ 2.76298108e-02  7.99965972e+00  5.52268033e-01  1.49003723e-01
  7.48331461e-01 -1.62232005e+02]",-293602.44667636737,17.237365314736962
170,2.5979591836734692,-0.1499999999999999,"[ 2.76293884e-02  7.99965972e+00  5.52268094e-01  1.49003703e-01
  7.48331498e-01 -1.62232005e+02]",-293602.93638335465,16.7476583274547
171,2.5979591836734692,-0.09999999999999998,"[ 2.71083567e-02  7.99965991e+00  5.52262361e-01  1.48996643e-01
  7.48331474e-01 -1.62231979e+02]",-293603.4587669431,16.225274739030283
172,2.5979591836734692,-0.04999999999999993,"[ 2.65774799e-02  7.99966044e+00  5.52268064e-01  1.48996760e-01
  7.48330999e-01 -1.62231952e+02]",-293604.0118408534,15.672200828732457
173,2.5979591836734692,0.0,"[ 2.65730830e-02  7.99966044e+00  5.52267626e-01  1.48996550e-01
  7.48331391e-01 -1.62231952e+02]",-293604.5928901117,15.091151570435613
174,2.5979591836734692,0.050000000000000044,"[ 2.55610495e-02  7.99966088e+00  5.52265373e-01  1.48996642e-01
  7.48333574e-01 -1.62231902e+02]",-293605.2028442622,14.481197419925593
175,2.5979591836734692,0.10000000000000009,"[ 2.52302711e-02  7.99966099e+00  5.52268049e-01  1.48996664e-01
  7.48314182e-01 -1.62231884e+02]",-293605.83570257196,13.848339110147208
176,2.5979591836734692,0.15000000000000013,"[ 2.46560464e-02  7.99966140e+00  5.52268177e-01  1.48996643e-01
  7.48328639e-01 -1.62231854e+02]",-293606.4869165145,13.19712516758591
177,2.5979591836734692,0.20000000000000018,"[ 2.40568821e-02  7.99966201e+00  5.52268280e-01  1.48996698e-01
  7.48331470e-01 -1.62231820e+02]",-293607.14988791046,12.534153771644924
178,2.5979591836734692,0.25,"[ 2.34632971e-02  7.99966289e+00  5.52267683e-01  1.48996643e-01
  7.48314947e-01 -1.62231787e+02]",-293607.81581512745,11.86822655465221
179,2.5979591836734692,0.30000000000000004,"[ 2.26602485e-02  7.99966286e+00  5.52267913e-01  1.48998101e-01
  7.48331468e-01 -1.62231747e+02]",-293608.4737615158,11.210280166298617
180,2.5979591836734692,0.3500000000000001,"[ 2.18533032e-02  7.99966328e+00  5.52268052e-01  1.48996642e-01
  7.48331468e-01 -1.62231707e+02]",-293609.10934111587,10.574700566241518
181,2.5979591836734692,0.40000000000000013,"[ 2.09974901e-02  7.99966388e+00  5.52268089e-01  1.48996924e-01
  7.48331469e-01 -1.62231668e+02]",-293609.704884775,9.97915690712398
182,2.5979591836734692,0.4500000000000002,"[ 2.00582618e-02  7.99966447e+00  5.52268128e-01  1.48997397e-01
  7.48331464e-01 -1.62231626e+02]",-293610.2386783979,9.445363284205087
183,2.5979591836734692,0.5,"[ 1.89813907e-02  7.99966518e+00  5.52268032e-01  1.48996643e-01
  7.48331387e-01 -1.62231584e+02]",-293610.6841809856,8.99986069649458
184,2.5979591836734692,0.55,"[ 1.78969908e-02  7.99966542e+00  5.52268038e-01  1.48996640e-01
  7.48348805e-01 -1.62231548e+02]",-293611.00897494436,8.675066737749148
185,2.5979591836734692,0.6000000000000001,"[ 1.67574434e-02  8.00000000e+00  5.52268051e-01  1.49292153e-01
  7.50187187e-01 -1.62231463e+02]",-293611.1761607525,8.507880929624662
186,2.5979591836734692,0.6500000000000001,"[ 1.53762708e-02  8.00000000e+00  5.52268052e-01  1.49331838e-01
  7.51664808e-01 -1.62231449e+02]",-293611.17958625616,8.504455425951164
187,2.5979591836734692,0.7000000000000002,"[ 1.42032399e-02  8.00000000e+00  5.52146474e-01  1.49331836e-01
  7.51735744e-01 -1.62231449e+02]",-293610.93428168574,8.749759996368084
188,2.5979591836734692,0.75,"[ 1.34593537e-02  8.00000000e+00  5.47722747e-01  1.49359487e-01
  7.53346944e-01 -1.62044967e+02]",-293610.45320721477,9.230834467336535
189,2.5979591836734692,0.8,"[ 1.14140841e-02  8.00000000e+00  5.47722558e-01  1.49331829e-01
  7.53787520e-01 -1.62045026e+02]",-293609.6397296732,10.044312008889392
190,2.5979591836734692,0.8500000000000001,"[ 1.00047801e-02  8.00000000e+00  5.47722542e-01  1.49331840e-01
  7.58287514e-01 -1.62045114e+02]",-293608.46847883496,11.215562847151887
191,2.5979591836734692,0.9000000000000001,"[ 8.11349920e-03  8.00000000e+00  5.47722548e-01  1.49331398e-01
  7.58287541e-01 -1.62045284e+02]",-293606.8027932077,12.881248474412132
192,2.5979591836734692,0.9500000000000002,"[ 6.76144586e-03  8.00000000e+00  5.43139024e-01  1.49331506e-01
  7.59470125e-01 -1.62045048e+02]",-293604.5816799695,15.102361712604761
193,2.5979591836734692,1.0,"[ 4.62689136e-03  8.00000000e+00  5.43135526e-01  1.49332489e-01
  7.61577309e-01 -1.62045411e+02]",-293601.82526265265,17.858779029455036
194,2.5979591836734692,1.0500000000000003,"[ 2.76421877e-03  8.00000000e+00  5.43137051e-01  1.49666285e-01
  7.64853095e-01 -1.62045857e+02]",-293598.3522370183,21.331804663816
195,2.5979591836734692,1.1,"[ 9.03956412e-04  8.00000000e+00  5.38516456e-01  1.49666290e-01
  7.66138339e-01 -1.62046517e+02]",-293594.1241939746,25.559847707510926
196,2.5979591836734692,1.15,"[-2.57843291e-03  8.00000000e+00  5.38516482e-01  1.49672685e-01
  7.68114558e-01 -1.62047653e+02]",-293589.047558884,30.636482798086945
197,2.5979591836734692,1.2000000000000002,"[-1.99824049e-03  8.00000000e+00  5.33853910e-01  1.49600389e-01
  7.70852222e-01 -1.62047793e+02]",-293582.98023405223,36.7038076298777
198,2.5979591836734692,1.25,"[-5.37844216e-03  8.00000000e+00  5.33854405e-01  1.49999992e-01
  7.74605332e-01 -1.62049663e+02]",-293575.9474189696,43.73662271251669
199,2.5979591836734692,1.3000000000000003,"[-8.07571132e-03  8.00000000e+00  5.29149927e-01  1.50000072e-01
  7.74596669e-01 -1.62051466e+02]",-293567.712686292,51.971355390094686
200,2.5979591836734692,1.35,"[-9.83641134e-03  8.00000000e+00  5.24404422e-01  1.50000036e-01
  7.79522785e-01 -1.62054180e+02]",-293558.148590616,61.535451066098176
201,2.5979591836734692,1.4000000000000004,"[-1.29942776e-02  8.00000000e+00  5.24404400e-01  1.50332952e-01
  7.81024967e-01 -1.62056665e+02]",-293547.360471209,72.32357047311962
202,2.5979591836734692,1.4500000000000002,"[-1.51509868e-02  8.00000000e+00  5.19614387e-01  1.50332964e-01
  7.84219357e-01 -1.62059197e+02]",-293535.14581723255,84.53822444955586
203,2.5979591836734692,1.5,"[-1.72917646e-02  8.00000000e+00  5.14781499e-01  1.50665177e-01
  7.87400950e-01 -1.62062177e+02]",-293521.33600279817,98.34803888393799
204,2.630612244897959,-1.0,"[ 3.00996443e-02  7.99967075e+00  5.52268042e-01  1.49331652e-01
  7.48894295e-01 -1.62061848e+02]",-293598.07449403364,21.609547648462467
205,2.630612244897959,-0.95,"[ 3.00996213e-02  7.99967075e+00  5.52268045e-01  1.49331651e-01
  7.48894291e-01 -1.62061848e+02]",-293598.19042424695,21.49361743516056
206,2.630612244897959,-0.9,"[ 2.98251604e-02  7.99967075e+00  5.52261760e-01  1.48996644e-01
  7.48448927e-01 -1.62061828e+02]",-293598.31997306214,21.36406861996511
207,2.630612244897959,-0.85,"[ 2.98157745e-02  7.99967050e+00  5.52268044e-01  1.48998765e-01
  7.48442625e-01 -1.62061827e+02]",-293598.4620934958,21.221948186284862
208,2.630612244897959,-0.8,"[ 2.98157741e-02  7.99967050e+00  5.52268044e-01  1.48998765e-01
  7.48442625e-01 -1.62061827e+02]",-293598.6185556329,21.065486049221363
209,2.630612244897959,-0.75,"[ 2.97748363e-02  7.99967050e+00  5.52265179e-01  1.48996644e-01
  7.48436519e-01 -1.62061825e+02]",-293598.790798344,20.893243338097818
210,2.630612244897959,-0.7,"[ 2.96890378e-02  7.99967050e+00  5.52268710e-01  1.48996644e-01
  7.48418649e-01 -1.62061822e+02]",-293598.9804207297,20.703620952379424
211,2.630612244897959,-0.6499999999999999,"[ 2.95873516e-02  7.99967046e+00  5.52267461e-01  1.48996643e-01
  7.48393249e-01 -1.62061819e+02]",-293599.18876637885,20.495275303255767
212,2.630612244897959,-0.6,"[ 2.92832727e-02  7.99968457e+00  5.52268190e-01  1.48996049e-01
  7.48331476e-01 -1.62061808e+02]",-293599.4176021759,20.266439506202005
213,2.630612244897959,-0.55,"[ 2.92798325e-02  7.99968455e+00  5.52268071e-01  1.48996716e-01
  7.48331457e-01 -1.62061808e+02]",-293599.66772233654,20.016319345566444
214,2.630612244897959,-0.5,"[ 2.92181012e-02  7.99968420e+00  5.52267115e-01  1.48996621e-01
  7.48331477e-01 -1.62061806e+02]",-293599.9408791443,19.74316253780853
215,2.630612244897959,-0.44999999999999996,"[ 2.92117837e-02  7.99968417e+00  5.52268045e-01  1.48996866e-01
  7.48330606e-01 -1.62061806e+02]",-293600.23855046596,19.445491216145456
216,2.630612244897959,-0.3999999999999999,"[ 2.87207016e-02  7.99968143e+00  5.52268050e-01  1.48997085e-01
  7.48331967e-01 -1.62061789e+02]",-293600.56396600616,19.12007567594992
217,2.630612244897959,-0.35,"[ 2.87151582e-02  7.99968143e+00  5.52268049e-01  1.48996679e-01
  7.48331427e-01 -1.62061789e+02]",-293600.91632346716,18.767718214949127
218,2.630612244897959,-0.29999999999999993,"[ 2.87139520e-02  7.99968143e+00  5.52267929e-01  1.48996622e-01
  7.48331534e-01 -1.62061789e+02]",-293601.29748673475,18.386554947355762
219,2.630612244897959,-0.25,"[ 2.80267805e-02  7.99968143e+00  5.52268058e-01  1.48996675e-01
  7.48331509e-01 -1.62061759e+02]",-293601.7117029274,17.972338754683733
220,2.630612244897959,-0.19999999999999996,"[ 2.80255917e-02  7.99968143e+00  5.52268037e-01  1.48996655e-01
  7.48331399e-01 -1.62061759e+02]",-293602.1560577861,17.527983896026853
221,2.630612244897959,-0.1499999999999999,"[ 2.74803870e-02  7.99968135e+00  5.52268030e-01  1.48999073e-01
  7.48331454e-01 -1.62061734e+02]",-293602.6340677224,17.049973959685303
222,2.630612244897959,-0.09999999999999998,"[ 2.71398764e-02  7.99968181e+00  5.52268237e-01  1.48997423e-01
  7.48331473e-01 -1.62061717e+02]",-293603.1448701062,16.539171575917862
223,2.630612244897959,-0.04999999999999993,"[ 2.67609295e-02  7.99968198e+00  5.52268404e-01  1.48997401e-01
  7.48331468e-01 -1.62061696e+02]",-293603.68880585616,15.99523582594702
224,2.630612244897959,0.0,"[ 2.63819903e-02  7.99968202e+00  5.52268019e-01  1.48996334e-01
  7.48331469e-01 -1.62061674e+02]",-293604.2652195323,15.418822149804328
225,2.630612244897959,0.050000000000000044,"[ 2.59610635e-02  7.99968225e+00  5.52268464e-01  1.48996874e-01
  7.48331468e-01 -1.62061653e+02]",-293604.87268163543,14.811360046674963
226,2.630612244897959,0.10000000000000009,"[ 2.54155399e-02  7.99968246e+00  5.52268048e-01  1.48996710e-01
  7.48328653e-01 -1.62061626e+02]",-293605.5086928618,14.175348820281215
227,2.630612244897959,0.15000000000000013,"[ 2.49043786e-02  7.99968264e+00  5.52268042e-01  1.48996627e-01
  7.48331418e-01 -1.62061597e+02]",-293606.1695511303,13.51449055178091
228,2.630612244897959,0.20000000000000018,"[ 2.43044129e-02  7.99968381e+00  5.52268044e-01  1.48996644e-01
  7.48331135e-01 -1.62061563e+02]",-293606.85005553556,12.83398614655016
229,2.630612244897959,0.25,"[ 2.43043165e-02  7.99968381e+00  5.52268058e-01  1.48996639e-01
  7.48331143e-01 -1.62061563e+02]",-293607.5405786589,12.143463023181539
230,2.630612244897959,0.30000000000000004,"[ 2.29645279e-02  7.99968448e+00  5.52268055e-01  1.48996643e-01
  7.48330976e-01 -1.62061496e+02]",-293608.239809356,11.444232326117344
231,2.630612244897959,0.3500000000000001,"[ 2.29641223e-02  7.99968448e+00  5.52268014e-01  1.48996624e-01
  7.48331013e-01 -1.62061496e+02]",-293608.92416160076,10.759880081342999
232,2.630612244897959,0.40000000000000013,"[ 2.11916504e-02  7.99968533e+00  5.52268178e-01  1.48996642e-01
  7.48331478e-01 -1.62061398e+02]",-293609.5928886551,10.09115302702412
233,2.630612244897959,0.4500000000000002,"[ 2.06064136e-02  7.99968565e+00  5.52248460e-01  1.48996643e-01
  7.48243895e-01 -1.62061368e+02]",-293610.2145078911,9.469533791008871
234,2.630612244897959,0.5,"[ 1.93628080e-02  7.99968634e+00  5.52267990e-01  1.48996644e-01
  7.48331499e-01 -1.62061312e+02]",-293610.77438879607,8.909652886039112
235,2.630612244897959,0.55,"[ 1.82905673e-02  7.99968784e+00  5.52267995e-01  1.48996657e-01
  7.48331468e-01 -1.62061270e+02]",-293611.23979879514,8.444242886966094
236,2.630612244897959,0.6000000000000001,"[ 1.70839097e-02  7.99968913e+00  5.52268049e-01  1.48999277e-01
  7.48331625e-01 -1.62061230e+02]",-293611.5782999452,8.105741736886557
237,2.630612244897959,0.6500000000000001,"[ 1.57666757e-02  7.99966538e+00  5.52267711e-01  1.49331834e-01
  7.48749484e-01 -1.62061196e+02]",-293611.7497171941,7.934324487985577
238,2.630612244897959,0.7000000000000002,"[ 1.46191294e-02  7.99969244e+00  5.52267898e-01  1.49331812e-01
  7.51664785e-01 -1.62061161e+02]",-293611.7500639402,7.9339777419227175
239,2.630612244897959,0.75,"[ 1.31293364e-02  7.99969303e+00  5.52112692e-01  1.49331838e-01
  7.51782015e-01 -1.62061152e+02]",-293611.4871949162,8.196846765931696
240,2.630612244897959,0.8,"[ 1.26302060e-02  7.99973112e+00  5.47722557e-01  1.49331023e-01
  7.53347391e-01 -1.62061200e+02]",-293610.9879405254,8.696101156703662
241,2.630612244897959,0.8500000000000001,"[ 1.04153343e-02  7.99974641e+00  5.47710461e-01  1.49331257e-01
  7.54983442e-01 -1.62061295e+02]",-293610.1588821962,9.52515948592918
242,2.630612244897959,0.9000000000000001,"[ 8.34762160e-03  7.99980058e+00  5.47710224e-01  1.49333051e-01
  7.58287536e-01 -1.62061429e+02]",-293608.90658878034,10.777452901762445
243,2.630612244897959,0.9500000000000002,"[ 6.80327146e-03  7.99980215e+00  5.47673751e-01  1.49331844e-01
  7.58287544e-01 -1.62061567e+02]",-293607.1509540051,12.53308767703129
244,2.630612244897959,1.0,"[ 5.40516919e-03  7.99987585e+00  5.43139105e-01  1.49332042e-01
  7.61577302e-01 -1.62061848e+02]",-293604.8484762666,14.83556541550206
245,2.630612244897959,1.0500000000000003,"[ 2.93547025e-03  7.99988839e+00  5.43139236e-01  1.49331966e-01
  7.61577315e-01 -1.62062263e+02]",-293601.9526888502,17.73135283193551
246,2.630612244897959,1.1,"[ 6.54769527e-04  7.99993745e+00  5.43109830e-01  1.49666291e-01
  7.64856953e-01 -1.62062847e+02]",-293598.32767316606,21.35636851604795
247,2.630612244897959,1.15,"[-6.39940793e-04  7.99997006e+00  5.38516666e-01  1.49666285e-01
  7.68114568e-01 -1.62063418e+02]",-293593.95866156876,25.725380113348365
248,2.630612244897959,1.2000000000000002,"[-3.28028478e-03  7.99997648e+00  5.38299198e-01  1.49666298e-01
  7.68114570e-01 -1.62064264e+02]",-293588.6155123004,31.068529381707776
249,2.630612244897959,1.25,"[-5.49887250e-03  8.00000000e+00  5.33853905e-01  1.49731639e-01
  7.71362430e-01 -1.62065467e+02]",-293582.3790249942,37.30501668789657
250,2.630612244897959,1.3000000000000003,"[-7.87338453e-03  8.00000000e+00  5.32916974e-01  1.49999992e-01
  7.74596680e-01 -1.62066779e+02]",-293575.01369319425,44.67034848785261
251,2.630612244897959,1.35,"[-9.87315670e-03  8.00000000e+00  5.29150009e-01  1.49976412e-01
  7.77817452e-01 -1.62068263e+02]",-293566.4631350536,53.22090662852861
252,2.630612244897959,1.4000000000000004,"[-1.19038918e-02  8.00000000e+00  5.24404600e-01  1.50000000e-01
  7.80967316e-01 -1.62070164e+02]",-293556.6163407208,63.067700961313676
253,2.630612244897959,1.4500000000000002,"[-1.47949758e-02  8.00000000e+00  5.19616015e-01  1.50333209e-01
  7.81024968e-01 -1.62073897e+02]",-293545.3980300907,74.28601159137907
254,2.630612244897959,1.5,"[-1.81163150e-02  8.00000000e+00  5.18355342e-01  1.50577518e-01
  7.84219357e-01 -1.62077831e+02]",-293532.68491923116,86.9991224509431
255,2.663265306122449,-1.0,"[ 3.00567573e-02  7.99999946e+00  5.52268038e-01  1.49175305e-01
  7.51476921e-01 -1.62077829e+02]",-293597.99130086345,21.69274081866024
256,2.663265306122449,-0.95,"[ 3.00567025e-02  7.99999946e+00  5.52268046e-01  1.49175302e-01
  7.51476913e-01 -1.62077829e+02]",-293598.09790002205,21.586141660052817
257,2.663265306122449,-0.9,"[ 2.98565887e-02  7.99999949e+00  5.52268046e-01  1.48996645e-01
  7.51235158e-01 -1.62077816e+02]",-293598.2164206099,21.46762107219547
258,2.663265306122449,-0.85,"[ 2.98565887e-02  7.99999949e+00  5.52268046e-01  1.48996645e-01
  7.51235158e-01 -1.62077816e+02]",-293598.3471585753,21.33688310679281
259,2.663265306122449,-0.8,"[ 2.98565887e-02  7.99999949e+00  5.52268046e-01  1.48996645e-01
  7.51235158e-01 -1.62077816e+02]",-293598.49148081965,21.192560862458777
260,2.663265306122449,-0.75,"[ 2.98565827e-02  7.99999949e+00  5.52268045e-01  1.48996645e-01
  7.51235157e-01 -1.62077816e+02]",-293598.6506242145,21.03341746760998
261,2.663265306122449,-0.7,"[ 2.98565662e-02  7.99999949e+00  5.52268043e-01  1.48996644e-01
  7.51235155e-01 -1.62077816e+02]",-293598.82590168994,20.858139992167708
262,2.663265306122449,-0.6499999999999999,"[ 2.98565241e-02  7.99999949e+00  5.52268049e-01  1.48996642e-01
  7.51235149e-01 -1.62077816e+02]",-293599.0186985297,20.665343152417336
263,2.663265306122449,-0.6,"[ 2.93429391e-02  7.99999101e+00  5.52268034e-01  1.49290180e-01
  7.48331299e-01 -1.62077775e+02]",-293599.2498631715,20.434178510622587
