,bkg_norm,signal_norm,spectral_index,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,-2.6441656046931726e-06,0.0007334372590772901,3.2008816948033654,-inf,0.0,0.0,0.3333333333333333,0.6666666666666666,0,-293621.34115174104,0.0,-6.17092597407396,-6.17092597407396
1,-2.4800806557300797e-07,0.0007679672092415957,3.2009184961442525,-inf,0.0,0.06060606060606061,0.3333333333333333,0.6666666666666666,0,-293621.34115021676,1.524284016340971e-06,-6.17092597407396,-6.110319913467899
2,-1.153315789349943e-06,0.0008213987516324394,3.2009747316746298,-inf,0.0,0.12121212121212122,0.3333333333333333,0.6666666666666666,0,-293621.341148263,3.4780241549015045e-06,-6.17092597407396,-6.049713852861839
3,1.0778827189528613e-06,0.0008547871964454881,3.200950166348792,-inf,0.0,0.18181818181818182,0.3333333333333333,0.6666666666666666,0,-293621.3411454659,6.275135092437267e-06,-6.17092597407396,-5.989107792255778
4,-2.782154205243908e-06,0.001009371500921317,3.201178338880157,-inf,0.0,0.24242424242424243,0.3333333333333333,0.6666666666666666,0,-293621.3411426326,9.108451195061207e-06,-6.17092597407396,-5.9285017316497175
5,-8.963186566802379e-07,0.0010735647782371583,3.2012871819984747,-inf,0.0,0.30303030303030304,0.3333333333333333,0.6666666666666666,0,-293621.3411387424,1.2998643796890974e-05,-6.17092597407396,-5.867895671043657
6,-4.460439774826094e-06,0.001238393651635045,3.201472874538549,-inf,0.0,0.36363636363636365,0.3333333333333333,0.6666666666666666,0,-293621.3411336234,1.8117658328264952e-05,-6.17092597407396,-5.807289610437596
7,-3.274212986990123e-06,0.0013345208623655044,3.201562282058797,-inf,0.0,0.42424242424242425,0.3333333333333333,0.6666666666666666,0,-293621.34112751327,2.422777470201254e-05,-6.17092597407396,-5.746683549831536
8,-3.444181954609892e-06,0.0014917969507815244,3.2017770730184285,-inf,0.0,0.48484848484848486,0.3333333333333333,0.6666666666666666,0,-293621.34111944464,3.2296404242515564e-05,-6.17092597407396,-5.686077489225475
9,-2.9437799670285564e-06,0.0016493839359971473,3.2019444442979093,-inf,0.0,0.5454545454545454,0.3333333333333333,0.6666666666666666,0,-293621.34110928176,4.245928721502423e-05,-6.17092597407396,-5.625471428619415
10,-3.279340242896044e-06,0.0018429321848917424,3.2022256815119445,-inf,0.0,0.6060606060606061,0.3333333333333333,0.6666666666666666,0,-293621.3410960325,5.5708514992147684e-05,-6.17092597407396,-5.564865368013354
11,-4.4354545192853315e-06,0.002063141510738319,3.2024507512522953,-inf,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666666,0,-293621.3410793298,7.241126149892807e-05,-6.17092597407396,-5.504259307407294
12,-3.511080062467238e-06,0.0023098344340658802,3.202721075478052,-inf,0.0,0.7272727272727273,0.3333333333333333,0.6666666666666666,0,-293621.3410577227,9.401835268363357e-05,-6.17092597407396,-5.443653246801233
13,-8.925281545462098e-07,0.00258045310146524,3.2030495789075535,-inf,0.0,0.7878787878787878,0.3333333333333333,0.6666666666666666,0,-293621.34102976666,0.0001219743862748146,-6.17092597407396,-5.3830471861951725
14,-9.962764574773722e-06,0.0030214857361851874,3.203523008769273,-inf,0.0,0.8484848484848485,0.3333333333333333,0.6666666666666666,0,-293621.3409935164,0.00015822466230019927,-6.17092597407396,-5.322441125589112
15,-4.508487157781547e-06,0.0033632206786174935,3.2039331019873503,-inf,0.0,0.9090909090909092,0.3333333333333333,0.6666666666666666,0,-293621.34094729816,0.0002044428838416934,-6.17092597407396,-5.26183506498305
16,-5.084492511532153e-06,0.003757775975990957,3.204444709746222,-inf,0.0,0.9696969696969697,0.3333333333333333,0.6666666666666666,0,-293621.3408871964,0.00026454462204128504,-6.17092597407396,-5.201229004376991
17,-6.423769227285185e-06,0.004287724703418027,3.205054779515687,-inf,0.0,1.0303030303030303,0.3333333333333333,0.6666666666666666,0,-293621.34080956515,0.00034217588836327195,-6.17092597407396,-5.1406229437709285
18,-9.051080007082867e-06,0.004924790497936589,3.2057822473750495,-inf,0.0,1.0909090909090908,0.3333333333333333,0.6666666666666666,0,-293621.3407090225,0.00044271856313571334,-6.17092597407396,-5.08001688316487
19,-8.268840639614367e-06,0.005543100411071834,3.2065011579192153,-inf,0.0,1.1515151515151516,0.3333333333333333,0.6666666666666666,0,-293621.3405794657,0.0005722753703594208,-6.17092597407396,-5.019410822558807
20,-9.953899135462829e-06,0.006318424831890048,3.207396128580287,-inf,0.0,1.2121212121212122,0.3333333333333333,0.6666666666666666,0,-293621.34041206125,0.0007396797882393003,-6.17092597407396,-4.958804761952747
21,-8.67562951478282e-06,0.007199574074685809,3.2084546886846725,-inf,0.0,1.2727272727272727,0.3333333333333333,0.6666666666666666,0,-293621.34019630024,0.0009554408024996519,-6.17092597407396,-4.898198701346686
22,-8.903436655467006e-06,0.00815766123338786,3.2095371347697474,-inf,0.0,1.3333333333333335,0.3333333333333333,0.6666666666666666,0,-293621.3399188259,0.0012329151504673064,-6.17092597407396,-4.837592640740626
23,-1.1071529009149782e-05,0.009326532988878379,3.210879418980149,-inf,0.0,1.393939393939394,0.3333333333333333,0.6666666666666666,0,-293621.339562842,0.001588899060152471,-6.17092597407396,-4.776986580134565
24,-1.3016230912715471e-05,0.010630626354685006,3.2124084833316404,-inf,0.0,1.4545454545454546,0.3333333333333333,0.6666666666666666,0,-293621.33910750644,0.0020442345994524658,-6.17092597407396,-4.716380519528505
