,bkg_norm,signal_norm,spectral_index,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,-1.3224259101234608e-06,0.0007313719747792669,3.2008627210126104,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,-202852.53192946443,0.00018871083739213645,-6.17092597407396,-6.17092597407396
1,-1.2252238163003985e-06,0.0008255866892758549,3.200971553293144,0,0.0,0.10101010101010101,0.3333333333333333,0.6666666666666666,0,-202852.53187557586,0.0002425994025543332,-6.17092597407396,-6.069915873063859
2,-1.5440935708105332e-06,0.0009516290615911204,3.2011203260197685,0,0.0,0.20202020202020202,0.3333333333333333,0.6666666666666666,0,-202852.5317980302,0.00032014507451094687,-6.17092597407396,-5.968905772053757
3,-1.8758214807648251e-06,0.0011085327706824976,3.2013047978139317,0,0.0,0.30303030303030304,0.3333333333333333,0.6666666666666666,0,-202852.5316850933,0.0004330819647293538,-6.17092597407396,-5.867895671043657
4,-2.0102488130820345e-06,0.0013009785281869499,3.2015309753681795,0,0.0,0.40404040404040403,0.3333333333333333,0.6666666666666666,0,-202852.5315187705,0.0005994047678541392,-6.17092597407396,-5.766885570033555
5,-2.3127164169668573e-06,0.0015475832737245464,3.201816742019131,0,0.0,0.5050505050505051,0.3333333333333333,0.6666666666666666,0,-202852.53127122545,0.0008469498134218156,-6.17092597407396,-5.6658754690234545
6,-2.711079715771202e-06,0.00185606517452665,3.2021828801441905,0,0.0,0.6060606060606061,0.3333333333333333,0.6666666666666666,0,-202852.53089957955,0.001218595716636628,-6.17092597407396,-5.564865368013354
7,-3.3537400541802596e-06,0.002247859287779978,3.202641031172876,0,0.0,0.7070707070707071,0.3333333333333333,0.6666666666666666,0,-202852.5303375158,0.001780659455107525,-6.17092597407396,-5.463855267003252
8,-4.086155161602659e-06,0.002740193689062511,3.203221280653962,0,0.0,0.8080808080808081,0.3333333333333333,0.6666666666666666,0,-202852.52948261477,0.002635560493217781,-6.17092597407396,-5.362845165993152
9,-4.9094842513971025e-06,0.0033568103559708574,3.2039433102088766,0,0.0,0.9090909090909091,0.3333333333333333,0.6666666666666666,0,-202852.5281770868,0.003941088478313759,-6.17092597407396,-5.261835064983051
10,-5.834236763767768e-06,0.004130455335505483,3.204849508161665,0,0.0,1.0101010101010102,0.3333333333333333,0.6666666666666666,0,-202852.5261787552,0.0059394200798124075,-6.17092597407396,-5.160824963972949
11,-6.909662271916394e-06,0.005100233383071713,3.2059842662354536,0,0.0,1.1111111111111112,0.3333333333333333,0.6666666666666666,0,-202852.5231183355,0.00899983977433294,-6.17092597407396,-5.059814862962849
12,-8.36732024533726e-06,0.0063175949149309185,3.2074092655342046,0,0.0,1.2121212121212122,0.3333333333333333,0.6666666666666666,0,-202852.5184376977,0.013680477568414062,-6.17092597407396,-4.958804761952747
13,-9.800419880036031e-06,0.007833944314575554,3.2091770934215833,0,0.0,1.3131313131313131,0.3333333333333333,0.6666666666666666,0,-202852.51130360842,0.020814566843910143,-6.17092597407396,-4.857794660942647
14,-1.1456397271188243e-05,0.009723986560703193,3.2113763405995286,0,0.0,1.4141414141414141,0.3333333333333333,0.6666666666666666,0,-202852.50049265538,0.03162551988498308,-6.17092597407396,-4.756784559932546
15,-1.303077421395575e-05,0.012070820639205117,3.214099060946626,0,0.0,1.5151515151515151,0.3333333333333333,0.6666666666666666,0,-202852.4842489055,0.047869269765214995,-6.17092597407396,-4.655774458922444
16,-1.4531279911277628e-05,0.014970659204742953,3.2174508653728,0,0.0,1.6161616161616161,0.3333333333333333,0.6666666666666666,0,-202852.4601294148,0.0719887604645919,-6.17092597407396,-4.554764357912344
17,-1.5628526808003565e-05,0.018542593470792172,3.2215624119922732,0,0.0,1.7171717171717171,0.3333333333333333,0.6666666666666666,0,-202852.4248812044,0.10723697085632011,-6.17092597407396,-4.4537542569022435
18,-1.5748061556118268e-05,0.022908374552682242,3.2265475003555166,0,0.0,1.8181818181818181,0.3333333333333333,0.6666666666666666,0,-202852.37444249517,0.1576756800932344,-6.17092597407396,-4.352744155892141
19,-1.4831612041385982e-05,0.028218240260079314,3.232559068990734,0,0.0,1.9191919191919191,0.3333333333333333,0.6666666666666666,0,-202852.30423212104,0.22788605422829278,-6.17092597407396,-4.251734054882041
20,-1.2532094091931401e-05,0.034619088013752124,3.239722790771006,0,0.0,2.0202020202020203,0.3333333333333333,0.6666666666666666,0,-202852.2099662202,0.3221519550716039,-6.17092597407396,-4.150723953871939
21,-7.846136282656188e-06,0.04224854192647989,3.2481202659495567,0,0.0,2.121212121212121,0.3333333333333333,0.6666666666666666,0,-202852.08925666593,0.44286150933476165,-6.17092597407396,-4.049713852861839
22,-1.28601542286463e-06,0.05124988079930407,3.257823922043496,0,0.0,2.2222222222222223,0.3333333333333333,0.6666666666666666,0,-202851.9440695949,0.588048580364557,-6.17092597407396,-3.9487037518517383
23,5.926407976711331e-06,0.061728015760447695,3.268797040652443,0,0.0,2.323232323232323,0.3333333333333333,0.6666666666666666,0,-202851.7835907356,0.7485274396603927,-6.17092597407396,-3.847693650841636
24,1.265578023007827e-05,0.07372287470941548,3.2808758261578954,0,0.0,2.4242424242424243,0.3333333333333333,0.6666666666666666,0,-202851.62612489358,0.9059932816890068,-6.17092597407396,-3.746683549831536
25,1.7312463093304717e-05,0.08718564630320035,3.2937116532836184,0,0.0,2.525252525252525,0.3333333333333333,0.6666666666666666,0,-202851.49782056877,1.0342976065003313,-6.17092597407396,-3.6456734488214337
