,bkg_norm,signal_norm,alpha,beta,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,-8.954399255396219e-05,0.0674422247667839,2.024493710057162,0.5000000000000018,-inf,0.0,0.0,0.49999999999999833,0.39034185734261495,0,-211688.37200397946,0.01186405515181832,-6.17092597407396,-6.17092597407396
1,-8.922307200474084e-05,0.06756479147661668,2.0245243014083663,0.5000000000000027,-inf,0.0,0.10101010101010101,0.4999999999999974,0.39017755950614313,0,-211688.37207337643,0.011794658174039796,-6.17092597407396,-6.069915873063859
2,-8.882812470806921e-05,0.06778117520412855,2.024563938574196,0.499999999999999,-inf,0.0,0.20202020202020202,0.500000000000001,0.38985171251775713,0,-211688.37216055754,0.011707477067830041,-6.17092597407396,-5.968905772053757
3,-8.83283141502022e-05,0.0676593875781478,2.024609435436161,0.5000000000000002,-inf,0.0,0.30303030303030304,0.4999999999999999,0.3902003215526474,0,-211688.37226995136,0.011598083248827606,-6.17092597407396,-5.867895671043657
4,-8.765730612276499e-05,0.06803490264780997,2.0246698391748246,0.5000000000000023,-inf,0.0,0.40404040404040403,0.4999999999999976,0.3896160879347451,0,-211688.37240734792,0.011460686684586108,-6.17092597407396,-5.766885570033555
5,-8.678322810140937e-05,0.0682004022834837,2.024741751417807,0.49999999999999867,-inf,0.0,0.5050505050505051,0.5000000000000014,0.38947319942834774,0,-211688.3725791339,0.011288900714134797,-6.17092597407396,-5.6658754690234545
6,-8.592117229132169e-05,0.06862393807510374,2.0248484110857956,0.49999999999999795,-inf,0.0,0.6060606060606061,0.5000000000000021,0.3888996652276785,0,-211688.37279370739,0.011074327223468572,-6.17092597407396,-5.564865368013354
7,-8.461721244890357e-05,0.06892063920565844,2.024967734176805,0.4999999999999974,-inf,0.0,0.7070707070707071,0.5000000000000026,0.3886134750273947,0,-211688.3730609116,0.01080712300608866,-6.17092597407396,-5.463855267003252
8,-8.297561245675291e-05,0.06943196545434233,2.0251201164229933,0.5000000000000017,-inf,0.0,0.8080808080808081,0.49999999999999845,0.3879888856379332,0,-211688.37339249032,0.010475544288055971,-6.17092597407396,-5.362845165993152
9,-8.099623263477761e-05,0.07001804361929402,2.0253148373624774,0.4999999999999999,-inf,0.0,0.9090909090909091,0.5000000000000002,0.3873223484419762,0,-211688.37380205034,0.010065984271932393,-6.17092597407396,-5.261835064983051
10,-7.851246833887228e-05,0.07085358181609443,2.025561298226804,0.4999999999999988,-inf,0.0,1.0101010101010102,0.5000000000000012,0.386296118523063,0,-211688.37430494878,0.009563085826812312,-6.17092597407396,-5.160824963972949
11,-7.534257320620788e-05,0.0718107788162543,2.025868623383308,0.5000000000000002,-inf,0.0,1.1111111111111112,0.49999999999999983,0.3851839551423063,0,-211688.37491768665,0.008950347953941673,-6.17092597407396,-5.059814862962849
12,-7.139642968833231e-05,0.07305644628257882,2.026255743344198,0.49999999999999933,-inf,0.0,1.2121212121212122,0.5000000000000007,0.3837085569074283,0,-211688.37565668896,0.008211345644667745,-6.17092597407396,-4.958804761952747
13,-6.64941060446568e-05,0.074494651348576,2.026741697244292,0.5000000000000002,-inf,0.0,1.3131313131313131,0.4999999999999997,0.382103211695683,0,-211688.37653597453,0.007332060078624636,-6.17092597407396,-4.857794660942647
14,-6.0430591845050855e-05,0.07658173128115829,2.0273581285413367,0.5,-inf,0.0,1.4141414141414141,0.5,0.3795631468568179,0,-211688.37756312525,0.006304909358732402,-6.17092597407396,-4.756784559932546
15,-5.272288820383121e-05,0.07888534711844836,2.0281191556983855,0.4999999999999999,-inf,0.0,1.5151515151515151,0.5000000000000002,0.37697030174330215,0,-211688.37873263904,0.005135395564138889,-6.17092597407396,-4.655774458922444
16,-4.325441074677332e-05,0.08202493606277236,2.029075800946561,0.4999999999999996,-inf,0.0,1.6161616161616161,0.5000000000000004,0.3732610371365712,0,-211688.3800156502,0.0038523843977600336,-6.17092597407396,-4.554764357912344
17,-3.177336044515954e-05,0.08595573894849091,2.030281408051061,0.4999999999999996,-inf,0.0,1.7171717171717171,0.5000000000000004,0.3686514560205371,0,-211688.38134464755,0.0025233870546799153,-6.17092597407396,-4.4537542569022435
18,-1.7472587933490336e-05,0.09036468299672716,2.031763439124113,0.49999999999999994,-inf,0.0,1.8181818181818181,0.5000000000000001,0.3638427810942456,0,-211688.38259154273,0.001276491879252717,-6.17092597407396,-4.352744155892141
19,-5.284470786526067e-07,0.09682093890484773,2.0336321612562425,0.5000000000000001,-inf,0.0,1.9191919191919191,0.49999999999999994,0.35613396463170766,0,-211688.3835417836,0.0003262509999331087,-6.17092597407396,-4.251734054882041
20,1.9885218736768885e-05,0.10443441142971478,2.0359356235104022,0.49999999999999994,-inf,0.0,2.0202020202020203,0.5000000000000001,0.3473922424489703,0,-211688.3838555419,1.2492702808231115e-05,-6.17092597407396,-4.150723953871939
21,3.874656865493876e-05,0.1174130754688177,2.040159079951559,0.4991220823329345,-inf,0.0,2.121212121212121,0.5008779176670656,0.33012532857915117,0,-211688.38309841897,0.0007696156390011311,-6.17092597407396,-4.049713852861839
22,4.4421492740058635e-05,0.1443677100625809,2.0492571997313127,0.49558285985216727,-inf,0.0,2.2222222222222223,0.5044171401478328,0.28982247076090784,0,-211688.3817621185,0.0021059161226730794,-6.17092597407396,-3.9487037518517383
23,4.976219739816885e-05,0.17578765468540877,2.0598864846593368,0.49151942643124885,-inf,0.0,2.323232323232323,0.5084805735687511,0.2453700275063777,0,-211688.38013321682,0.0037348177866078913,-6.17092597407396,-3.847693650841636
