,GAMMA,gamma,x_vals,llh,delta_llh
1518,4.73469387755102,3.7479999999999998,"[ 1.79738187e-03  8.56031360e-01  5.52268044e-01  1.49331808e-01
  6.70820398e-01 -1.32843252e+02]",-293615.23338134936,6.107358217937872
1519,4.73469387755102,3.78,"[ 6.76620307e-04  8.51596267e-01  5.52268042e-01  1.49329814e-01
  6.70807390e-01 -1.32843270e+02]",-293614.5090772436,6.831662323675118
1520,4.73469387755102,3.812,"[ 3.71670285e-03  8.00859285e-01  5.52265416e-01  1.49331838e-01
  6.70820973e-01 -1.32843563e+02]",-293613.9017092064,7.43903036089614
1521,4.73469387755102,3.8439999999999994,"[ 4.37773409e-03  7.82413480e-01  5.52265621e-01  1.49331836e-01
  6.70742264e-01 -1.32843606e+02]",-293613.23496456136,8.105775005940814
1522,4.73469387755102,3.8759999999999994,"[ 4.12188741e-03  7.69984673e-01  5.52050563e-01  1.49333872e-01
  6.70820393e-01 -1.32843605e+02]",-293612.5756900549,8.765049512381665
1523,4.73469387755102,3.9079999999999995,"[ 6.48639583e-03  7.33864795e-01  5.52268044e-01  1.49331731e-01
  6.70820721e-01 -1.32843241e+02]",-293611.9616248829,9.379114684415981
1524,4.73469387755102,3.9399999999999995,"[ 5.80486958e-03  7.31840360e-01  5.52268050e-01  1.49330801e-01
  6.70825113e-01 -1.32843241e+02]",-293611.3261442018,10.014595365501009
1525,4.73469387755102,3.9719999999999995,"[ 8.23171862e-03  6.82940211e-01  5.52118180e-01  1.49316644e-01
  6.70820397e-01 -1.32843442e+02]",-293610.7686473359,10.572092231421266
1526,4.73469387755102,4.004,"[ 7.44812128e-03  6.80748790e-01  5.52267174e-01  1.49321818e-01
  6.70820393e-01 -1.32843442e+02]",-293610.1837152752,11.157024292100687
1527,4.73469387755102,4.036,"[ 9.87718814e-03  6.29334114e-01  5.52266863e-01  1.49331424e-01
  6.70820393e-01 -1.32844320e+02]",-293609.680876274,11.659863293287344
1528,4.73469387755102,4.068,"[ 1.07489041e-02  6.00137348e-01  5.52268049e-01  1.49331810e-01
  6.70821878e-01 -1.32844286e+02]",-293609.1762535676,12.16448599967407
1529,4.73469387755102,4.1,"[ 1.00309192e-02  5.98211473e-01  5.52268044e-01  1.49331511e-01
  6.70829414e-01 -1.32844286e+02]",-293608.67023439007,12.670505177229643
1530,4.897959183673469,2.5,"[ 2.49717780e-02 -4.28086709e-01  5.52267337e-01  1.49066569e-01
  6.70820449e-01 -1.32949006e+02]",-293606.5961542012,14.74458536610473
1531,4.897959183673469,2.532,"[ 2.57831880e-02 -4.25808470e-01  5.52268556e-01  1.48996643e-01
  6.70819746e-01 -1.32948974e+02]",-293606.8940583816,14.446681185683701
1532,4.897959183673469,2.564,"[ 2.45286548e-02 -2.82000539e-01  5.52316479e-01  1.49340472e-01
  6.70820393e-01 -1.32946986e+02]",-293607.44383422006,13.896905347239226
1533,4.897959183673469,2.596,"[ 2.34403967e-02 -1.76247832e-01  5.52267309e-01  1.48996645e-01
  6.70820585e-01 -1.32945680e+02]",-293607.94031256763,13.400426999665797
1534,4.897959183673469,2.628,"[ 2.34522113e-02 -1.76221503e-01  5.52269096e-01  1.48996052e-01
  6.70819728e-01 -1.32945679e+02]",-293608.3221478566,13.018591710715555
1535,4.897959183673469,2.66,"[ 2.20969488e-02 -1.94822631e-02  5.52268039e-01  1.49056652e-01
  6.70820387e-01 -1.32942752e+02]",-293609.00764884264,12.333090724656358
1536,4.897959183673469,2.692,"[ 2.25456323e-02 -1.84600262e-02  5.52272466e-01  1.48996642e-01
  6.70818918e-01 -1.32942728e+02]",-293609.45733211783,11.883407449466176
1537,4.897959183673469,2.7239999999999998,"[ 2.03320612e-02  1.30854279e-01  5.52256776e-01  1.48996646e-01
  6.70820844e-01 -1.32938616e+02]",-293610.2217052512,11.119034316099714
1538,4.897959183673469,2.756,"[ 2.14127185e-02  1.32939832e-01  5.52267538e-01  1.49002033e-01
  6.70820279e-01 -1.32938564e+02]",-293610.74826127896,10.592478288337588
1539,4.897959183673469,2.788,"[ 1.85152955e-02  2.69731378e-01  5.52267701e-01  1.48996644e-01
  6.70821104e-01 -1.32935365e+02]",-293611.57740912435,9.763330442947336
1540,4.897959183673469,2.82,"[ 1.95447746e-02  2.71567307e-01  5.52267898e-01  1.49002660e-01
  6.70820389e-01 -1.32935304e+02]",-293612.16709001764,9.173649549658876
1541,4.897959183673469,2.852,"[ 1.65678993e-02  3.92121226e-01  5.52394998e-01  1.49136112e-01
  6.70820390e-01 -1.32931861e+02]",-293613.04183362983,8.29890593746677
1542,4.897959183673469,2.884,"[ 1.48405627e-02  4.57256579e-01  5.52283116e-01  1.49031055e-01
  6.70820384e-01 -1.32935922e+02]",-293613.81350967364,7.52722989366157
1543,4.897959183673469,2.916,"[ 1.40209459e-02  5.10512299e-01  5.52268047e-01  1.49041249e-01
  6.70820300e-01 -1.32934902e+02]",-293614.5908379229,6.749901644419879
1544,4.897959183673469,2.948,"[ 1.45398086e-02  5.11316526e-01  5.52254748e-01  1.48996644e-01
  6.70869689e-01 -1.32934870e+02]",-293615.2429881089,6.097751458408311
1545,4.897959183673469,2.98,"[ 1.14789148e-02  6.10160456e-01  5.52268045e-01  1.48998575e-01
  6.70820388e-01 -1.32931723e+02]",-293616.13277159195,5.207967975351494
1546,4.897959183673469,3.012,"[ 1.02577649e-02  6.56843106e-01  5.52268057e-01  1.49207326e-01
  6.70820387e-01 -1.32938181e+02]",-293616.87556435063,4.465175216668285
1547,4.897959183673469,3.044,"[ 1.09407848e-02  6.57784784e-01  5.52268048e-01  1.49147333e-01
  6.70820420e-01 -1.32938144e+02]",-293617.4942033347,3.846536232624203
1548,4.897959183673469,3.0759999999999996,"[ 9.59462942e-03  6.59760536e-01  5.52273097e-01  1.48996643e-01
  6.70820463e-01 -1.32938061e+02]",-293617.9257936527,3.4149459145846777
1549,4.897959183673469,3.1079999999999997,"[ 6.31010502e-03  7.69752245e-01  5.52268044e-01  1.48996818e-01
  6.70820385e-01 -1.32934298e+02]",-293618.861068843,2.4796707243076526
1550,4.897959183673469,3.1399999999999997,"[ 6.31023006e-03  7.69752400e-01  5.52268062e-01  1.48996811e-01
  6.70820406e-01 -1.32934298e+02]",-293619.3406711958,2.0000683714752086
1551,4.897959183673469,3.1719999999999997,"[ 7.46556189e-03  7.71284319e-01  5.52267793e-01  1.48996644e-01
  6.70820346e-01 -1.32934234e+02]",-293619.6605812671,1.6801583002088591
1552,4.897959183673469,3.2039999999999997,"[ 2.98933103e-03  8.51155134e-01  5.52268042e-01  1.49143220e-01
  6.70821483e-01 -1.32931758e+02]",-293620.24962797476,1.091111592540983
1553,4.897959183673469,3.2359999999999998,"[ 2.98989109e-03  8.51155779e-01  5.52268125e-01  1.49143192e-01
  6.70821443e-01 -1.32931758e+02]",-293620.51186234364,0.8288772236555815
1554,4.897959183673469,3.268,"[ 1.26732134e-03  8.88306287e-01  5.52268342e-01  1.49051819e-01
  6.70820420e-01 -1.32931009e+02]",-293620.74120717513,0.5995323921670206
1555,4.897959183673469,3.3,"[ 1.54989345e-03  8.88626464e-01  5.52268041e-01  1.49067937e-01
  6.70820392e-01 -1.32931001e+02]",-293620.83127492096,0.5094646463403478
1556,4.897959183673469,3.332,"[ 1.54983220e-03  8.88626532e-01  5.52268050e-01  1.49067934e-01
  6.70820388e-01 -1.32931001e+02]",-293620.8095561519,0.5311834153835662
1557,4.897959183673469,3.364,"[ 1.54950091e-03  8.88627082e-01  5.52267999e-01  1.49067910e-01
  6.70820472e-01 -1.32931001e+02]",-293620.69232363725,0.648415930045303
1558,4.897959183673469,3.396,"[-7.79007216e-04  9.27144501e-01  5.52267858e-01  1.49329963e-01
  6.70820797e-01 -1.32930281e+02]",-293620.60385491,0.7368846572935581
1559,4.897959183673469,3.428,"[-7.79187686e-04  9.27145555e-01  5.52268122e-01  1.49330146e-01
  6.70820439e-01 -1.32930281e+02]",-293620.34913868486,0.9916008824366145
1560,4.897959183673469,3.46,"[-7.79927619e-04  9.27146012e-01  5.52268013e-01  1.49330215e-01
  6.70820387e-01 -1.32930281e+02]",-293620.01774371834,1.322995848953724
1561,4.897959183673469,3.492,"[-7.80067143e-04  9.27146015e-01  5.52268034e-01  1.49330222e-01
  6.70820410e-01 -1.32930281e+02]",-293619.6172603107,1.723479256615974
1562,4.897959183673469,3.524,"[-7.80162704e-04  9.27145943e-01  5.52268048e-01  1.49330227e-01
  6.70820403e-01 -1.32930281e+02]",-293619.1533365485,2.187403018819168
1563,4.897959183673469,3.556,"[-1.33096063e-03  9.25833259e-01  5.52267957e-01  1.49331870e-01
  6.70820314e-01 -1.32930223e+02]",-293618.63243436324,2.7083052040543407
1564,4.897959183673469,3.588,"[-1.33057021e-03  9.25831913e-01  5.52267710e-01  1.49331740e-01
  6.70820404e-01 -1.32930223e+02]",-293618.05493510107,3.285804466228001
1565,4.897959183673469,3.62,"[ 1.32658052e-04  8.99284335e-01  5.52266861e-01  1.49331836e-01
  6.70820391e-01 -1.32930280e+02]",-293617.4817050008,3.8590345664997585
1566,4.897959183673469,3.6519999999999997,"[ 7.46269086e-05  8.99155349e-01  5.52268349e-01  1.49331700e-01
  6.70820391e-01 -1.32930280e+02]",-293616.8445864843,4.496153082989622
1567,4.897959183673469,3.6839999999999997,"[-9.20624911e-04  8.96150833e-01  5.52268048e-01  1.49331185e-01
  6.70944657e-01 -1.32930286e+02]",-293616.16617412906,5.1745654382393695
1568,4.897959183673469,3.7159999999999997,"[ 1.94410185e-03  8.55727492e-01  5.52266448e-01  1.49217192e-01
  6.70820191e-01 -1.32930513e+02]",-293615.5592304445,5.781509122811258
1569,4.897959183673469,3.7479999999999998,"[ 2.67345536e-03  8.38556518e-01  5.52268050e-01  1.49331586e-01
  6.70820392e-01 -1.32929918e+02]",-293614.9003672479,6.4403723194263875
1570,4.897959183673469,3.78,"[ 2.13710472e-03  8.37026410e-01  5.52268043e-01  1.49330172e-01
  6.70830869e-01 -1.32929921e+02]",-293614.2218683061,7.118871261191089
1571,4.897959183673469,3.812,"[ 3.40949921e-03  8.19278098e-01  5.52268042e-01  1.49000387e-01
  6.70794399e-01 -1.32929941e+02]",-293613.56263580493,7.778103762364481
1572,4.897959183673469,3.8439999999999994,"[ 2.58326609e-03  8.15746956e-01  5.52177661e-01  1.49331836e-01
  6.71446891e-01 -1.32929956e+02]",-293612.86006317794,8.48067638935754
1573,4.897959183673469,3.8759999999999994,"[ 6.09779955e-03  7.66000108e-01  5.49717437e-01  1.49331760e-01
  6.70820387e-01 -1.32930341e+02]",-293612.2978294761,9.042910091171507
1574,4.897959183673469,3.9079999999999995,"[ 4.61466086e-03  7.54522876e-01  5.52268043e-01  1.49254971e-01
  6.70819555e-01 -1.32930324e+02]",-293611.68912192964,9.65161763766082
1575,4.897959183673469,3.9399999999999995,"[ 7.17063021e-03  7.07860203e-01  5.52267989e-01  1.49192777e-01
  6.70820392e-01 -1.32930512e+02]",-293611.14008571085,10.20065385644557
1576,4.897959183673469,3.9719999999999995,"[ 8.46687775e-03  6.81495969e-01  5.52268041e-01  1.49322674e-01
  6.70820401e-01 -1.32930540e+02]",-293610.58139211044,10.75934745685663
1577,4.897959183673469,4.004,"[ 8.44893856e-03  6.81448269e-01  5.52270669e-01  1.49323575e-01
  6.70819141e-01 -1.32930541e+02]",-293610.0087883826,11.33195118472213
1578,4.897959183673469,4.036,"[ 1.00848760e-02  6.26604238e-01  5.52267931e-01  1.49331811e-01
  6.70824444e-01 -1.32930736e+02]",-293609.5349682522,11.805771315121092
1579,4.897959183673469,4.068,"[ 1.02291998e-02  6.03256650e-01  5.52247874e-01  1.49338090e-01
  6.70820392e-01 -1.32930681e+02]",-293609.0461543157,12.294585251598619
1580,4.897959183673469,4.1,"[ 1.14267772e-02  5.69804110e-01  5.52253933e-01  1.49322683e-01
  6.70820392e-01 -1.32930606e+02]",-293608.5882115532,12.752528014127165
1581,5.061224489795918,2.5,"[ 2.46654926e-02 -3.51531575e-01  5.52268120e-01  1.48996644e-01
  6.70820828e-01 -1.33016417e+02]",-293606.72240709665,14.618332470650785
1582,5.061224489795918,2.532,"[ 2.42539109e-02 -2.66953979e-01  5.52267454e-01  1.48998250e-01
  6.70820388e-01 -1.33014937e+02]",-293607.2030281789,14.137711388408206
1583,5.061224489795918,2.564,"[ 2.34719545e-02 -1.79538357e-01  5.52268047e-01  1.49094895e-01
  6.70820057e-01 -1.33013604e+02]",-293607.72069372004,13.620045847259462
1584,5.061224489795918,2.596,"[ 2.44237026e-02 -1.77240663e-01  5.52261147e-01  1.48996643e-01
  6.70864644e-01 -1.33013561e+02]",-293608.1357292885,13.205010278790724
1585,5.061224489795918,2.628,"[ 2.20062799e-02 -1.32368470e-02  5.52268689e-01  1.48996647e-01
  6.70820405e-01 -1.33011315e+02]",-293608.87216896773,12.468570599565282
1586,5.061224489795918,2.66,"[ 2.12920982e-02  6.36072037e-02  5.52268045e-01  1.48999630e-01
  6.70820366e-01 -1.33009730e+02]",-293609.50602229696,11.834717270336114
1587,5.061224489795918,2.692,"[ 2.04048249e-02  1.43884178e-01  5.52268044e-01  1.49026658e-01
  6.70489988e-01 -1.33007904e+02]",-293610.16767559166,11.173063975642435
1588,5.061224489795918,2.7239999999999998,"[ 1.93914039e-02  2.06814477e-01  5.52268028e-01  1.49289723e-01
  6.70820386e-01 -1.33006547e+02]",-293610.8806587539,10.460080813383684
1589,5.061224489795918,2.756,"[ 1.84421257e-02  2.80543792e-01  5.52268052e-01  1.48996804e-01
  6.70820393e-01 -1.33004773e+02]",-293611.61998573213,9.720753835164942
1590,5.061224489795918,2.788,"[ 1.93970131e-02  2.82260226e-01  5.52268049e-01  1.48997454e-01
  6.70819264e-01 -1.33004715e+02]",-293612.2393213102,9.10141825710889
1591,5.061224489795918,2.82,"[ 1.61682417e-02  4.09080011e-01  5.52268024e-01  1.49001750e-01
  6.70820433e-01 -1.33000747e+02]",-293613.16563295416,8.175106613140088
1592,5.061224489795918,2.852,"[ 1.49071168e-02  4.68712169e-01  5.52268050e-01  1.48996669e-01
  6.70820675e-01 -1.32999564e+02]",-293613.9600633212,7.380676246073563
1593,5.061224489795918,2.884,"[ 1.39217406e-02  5.22185595e-01  5.52265530e-01  1.48996641e-01
  6.71131907e-01 -1.32997930e+02]",-293614.74769729475,6.5930422725505196
1594,5.061224489795918,2.916,"[ 1.46861975e-02  5.23540994e-01  5.52268224e-01  1.48996644e-01
  6.70819065e-01 -1.32997883e+02]",-293615.4236609584,5.9170786088798195
1595,5.061224489795918,2.948,"[ 1.11359225e-02  6.22852277e-01  5.52268051e-01  1.48996741e-01
  6.70820378e-01 -1.32994628e+02]",-293616.32134223165,5.019397335650865
1596,5.061224489795918,2.98,"[ 1.19760062e-02  6.24031246e-01  5.52266716e-01  1.48999285e-01
  6.70820391e-01 -1.32994584e+02]",-293616.9661228529,4.374616714427248
1597,5.061224489795918,3.012,"[ 8.54900128e-03  7.07584700e-01  5.52268054e-01  1.49002880e-01
  6.70820360e-01 -1.32991702e+02]",-293617.77205788094,3.5686816863599233
1598,5.061224489795918,3.044,"[ 7.38606334e-03  7.41042162e-01  5.52087686e-01  1.48996643e-01
  6.71047086e-01 -1.32990699e+02]",-293618.4172326397,2.9235069276182912
1599,5.061224489795918,3.0759999999999996,"[ 8.17590071e-03  7.42152799e-01  5.52268050e-01  1.48996642e-01
  6.70820379e-01 -1.32990654e+02]",-293618.9435269064,2.397212660871446
1600,5.061224489795918,3.1079999999999997,"[ 4.87578188e-03  8.08610516e-01  5.52266896e-01  1.49326946e-01
  6.70820390e-01 -1.32990556e+02]",-293619.55305433914,1.7876852281624451
1601,5.061224489795918,3.1399999999999997,"[ 4.99012720e-03  8.08748372e-01  5.52266089e-01  1.49319860e-01
  6.70820393e-01 -1.32990552e+02]",-293619.9603141002,1.3804254670976661
1602,5.061224489795918,3.1719999999999997,"[ 5.61493121e-03  8.10421535e-01  5.52268066e-01  1.49007202e-01
  6.70817568e-01 -1.32990505e+02]",-293620.2251706138,1.1155689535080455
1603,5.061224489795918,3.2039999999999997,"[ 1.85872691e-03  8.78260019e-01  5.52268066e-01  1.49331831e-01
  6.70820241e-01 -1.32988673e+02]",-293620.6620552561,0.6786843112204224
1604,5.061224489795918,3.2359999999999998,"[ 1.14318323e-03  8.94486208e-01  5.52268044e-01  1.49329292e-01
  6.70820386e-01 -1.32988361e+02]",-293620.85813212546,0.4826074418378994
1605,5.061224489795918,3.268,"[ 1.14344124e-03  8.94486493e-01  5.52268017e-01  1.49329305e-01
  6.70820430e-01 -1.32988361e+02]",-293620.9490794019,0.39166016539093107
1606,5.061224489795918,3.3,"[-6.31404131e-05  9.18718040e-01  5.52268031e-01  1.49327065e-01
  6.70820379e-01 -1.32987906e+02]",-293620.9807366944,0.3600028728833422
1607,5.061224489795918,3.332,"[-6.30682092e-05  9.18718157e-01  5.52268047e-01  1.49327070e-01
  6.70820397e-01 -1.32987906e+02]",-293620.90327929106,0.43746027624001727
1608,5.061224489795918,3.364,"[-6.27852868e-05  9.18718475e-01  5.52268017e-01  1.49327085e-01
  6.70820376e-01 -1.32987906e+02]",-293620.73747220193,0.6032673653680831
1609,5.061224489795918,3.396,"[-6.25950617e-05  9.18718713e-01  5.52268049e-01  1.49327096e-01
  6.70820413e-01 -1.32987906e+02]",-293620.4948699513,0.8458696160232648
1610,5.061224489795918,3.428,"[-6.20652250e-05  9.18720061e-01  5.52267922e-01  1.49327159e-01
  6.70820325e-01 -1.32987906e+02]",-293620.1846070281,1.1561325392103754
1611,5.061224489795918,3.46,"[-6.23604144e-05  9.18720918e-01  5.52268043e-01  1.49327200e-01
  6.70820450e-01 -1.32987906e+02]",-293619.81374509906,1.5269944682368077
1612,5.061224489795918,3.492,"[-1.08176140e-03  9.33032482e-01  5.52266052e-01  1.49331666e-01
  6.70838409e-01 -1.32983798e+02]",-293619.4033345214,1.9374050459009595
1613,5.061224489795918,3.524,"[-1.09491172e-03  9.33019764e-01  5.52268049e-01  1.49331812e-01
  6.70837409e-01 -1.32983798e+02]",-293618.9131802458,2.4275593215133995
1614,5.061224489795918,3.556,"[-1.31812053e-03  9.32511632e-01  5.52247591e-01  1.49326915e-01
  6.70820392e-01 -1.32983798e+02]",-293618.370599417,2.970140150282532
1615,5.061224489795918,3.588,"[-1.43485417e-04  9.10252969e-01  5.52265453e-01  1.49331774e-01
  6.70821051e-01 -1.32983826e+02]",-293617.81368432805,3.5270552392466925
1616,5.061224489795918,3.62,"[-4.86854788e-04  9.09083090e-01  5.52265775e-01  1.49331845e-01
  6.70864081e-01 -1.32983825e+02]",-293617.20658521506,4.134154352243058
1617,5.061224489795918,3.6519999999999997,"[ 8.73935541e-04  8.86344757e-01  5.52268046e-01  1.49321531e-01
  6.70807946e-01 -1.32983866e+02]",-293616.5935797506,4.747159816673957
1618,5.061224489795918,3.6839999999999997,"[ 1.42348005e-03  8.72482613e-01  5.52268043e-01  1.49331305e-01
  6.70822313e-01 -1.32983867e+02]",-293615.95873606845,5.382003498845734
1619,5.061224489795918,3.7159999999999997,"[ 2.19148631e-03  8.55016253e-01  5.52262495e-01  1.49331365e-01
  6.70820426e-01 -1.32984672e+02]",-293615.315483346,6.02525622129906
1620,5.061224489795918,3.7479999999999998,"[ 2.98019267e-03  8.36528343e-01  5.52267189e-01  1.49331839e-01
  6.70820899e-01 -1.32984635e+02]",-293614.6702529783,6.670486589020584
1621,5.061224489795918,3.78,"[ 2.42506642e-03  8.34741732e-01  5.52268032e-01  1.49328389e-01
  6.70815451e-01 -1.32984639e+02]",-293614.0103480251,7.330391542171128
1622,5.061224489795918,3.812,"[ 4.23313245e-03  8.04487999e-01  5.52107981e-01  1.49088815e-01
  6.70820393e-01 -1.32984762e+02]",-293613.38921656774,7.951522999559529
1623,5.061224489795918,3.8439999999999994,"[ 3.60002676e-03  7.99643458e-01  5.52266888e-01  1.49331837e-01
  6.70815194e-01 -1.32984771e+02]",-293612.7401752055,8.600564361782745
1624,5.061224489795918,3.8759999999999994,"[ 5.95876367e-03  7.55044750e-01  5.52268018e-01  1.49329409e-01
  6.70820393e-01 -1.32984259e+02]",-293612.16852171905,9.172217848245054
1625,5.061224489795918,3.9079999999999995,"[ 6.92786003e-03  7.28935087e-01  5.52268045e-01  1.49325917e-01
  6.70820389e-01 -1.32984303e+02]",-293611.58181452105,9.758925046247896
1626,5.061224489795918,3.9399999999999995,"[ 6.37513519e-03  7.27340238e-01  5.52266134e-01  1.49325630e-01
  6.70820393e-01 -1.32984303e+02]",-293610.9884896086,10.352249958727043
1627,5.061224489795918,3.9719999999999995,"[ 8.53643900e-03  6.76005067e-01  5.52105238e-01  1.49320413e-01
  6.70820392e-01 -1.32984501e+02]",-293610.4687215488,10.872018018504605
1628,5.061224489795918,4.004,"[ 7.99200948e-03  6.74590023e-01  5.52268871e-01  1.49331782e-01
  6.70820393e-01 -1.32984520e+02]",-293609.9259043344,11.414835232892074
1629,5.061224489795918,4.036,"[ 1.01306481e-02  6.23156783e-01  5.52266362e-01  1.49331812e-01
  6.70820389e-01 -1.32984627e+02]",-293609.4519065939,11.88883297337452
1630,5.061224489795918,4.068,"[ 9.54901442e-03  6.21740522e-01  5.52262430e-01  1.49331683e-01
  6.70820393e-01 -1.32984627e+02]",-293608.95155648276,12.389183084538672
1631,5.061224489795918,4.1,"[ 1.16487225e-02  5.68307736e-01  5.52268196e-01  1.49331566e-01
  6.70820390e-01 -1.32984697e+02]",-293608.5275337988,12.813205768470652
1632,5.224489795918367,2.5,"[ 2.43109612e-02 -2.75155093e-01  5.52267072e-01  1.49180392e-01
  6.70820393e-01 -1.33063297e+02]",-293606.98908107466,14.351658492640126
1633,5.224489795918367,2.532,"[ 2.36473211e-02 -1.85811741e-01  5.52268046e-01  1.48996947e-01
  6.70820442e-01 -1.33061714e+02]",-293607.54336434853,13.797375218768138
1634,5.224489795918367,2.564,"[ 2.45497109e-02 -1.83750732e-01  5.52267888e-01  1.48997621e-01
  6.70820535e-01 -1.33061676e+02]",-293607.989624685,13.351114882272668
1635,5.224489795918367,2.596,"[ 2.19541145e-02 -1.44010951e-02  5.50856350e-01  1.49236633e-01
  6.70820387e-01 -1.33058471e+02]",-293608.7347374312,12.606002136075404
1636,5.224489795918367,2.628,"[ 2.13118199e-02  6.39515907e-02  5.52267943e-01  1.48996638e-01
  6.70820314e-01 -1.33056633e+02]",-293609.4456283024,11.895111264893785
1637,5.224489795918367,2.66,"[ 2.02888015e-02  1.39159579e-01  5.52268193e-01  1.48996648e-01
  6.70820442e-01 -1.33054656e+02]",-293610.1548307916,11.185908775718417
1638,5.224489795918367,2.692,"[ 1.93300764e-02  2.15318515e-01  5.52268046e-01  1.49043127e-01
  6.70820236e-01 -1.33053266e+02]",-293610.89653887064,10.44420069665648
1639,5.224489795918367,2.7239999999999998,"[ 2.03121088e-02  2.17063675e-01  5.52268061e-01  1.48996660e-01
  6.70820365e-01 -1.33053208e+02]",-293611.51752194384,9.823217623459641
1640,5.224489795918367,2.756,"[ 1.71669749e-02  3.51262203e-01  5.52268029e-01  1.48996645e-01
  6.70815055e-01 -1.33049575e+02]",-293612.4556825973,8.885056970000733
1641,5.224489795918367,2.788,"[ 1.60523979e-02  4.13257428e-01  5.52268050e-01  1.49001575e-01
  6.70820147e-01 -1.33048096e+02]",-293613.25960835646,8.081131210841704
1642,5.224489795918367,2.82,"[ 1.69983596e-02  4.14787549e-01  5.52267335e-01  1.49000718e-01
  6.70820414e-01 -1.33048046e+02]",-293613.9338410444,7.406898522924166
1643,5.224489795918367,2.852,"[ 1.36029260e-02  5.26939488e-01  5.52268011e-01  1.48996654e-01
  6.70820317e-01 -1.33044962e+02]",-293614.87480952765,6.465930039645173
1644,5.224489795918367,2.884,"[ 1.44758431e-02  5.28500176e-01  5.52267696e-01  1.48996643e-01
  6.70822040e-01 -1.33044909e+02]",-293615.5509692478,5.789770319475792
1645,5.224489795918367,2.916,"[ 1.10535069e-02  6.25126968e-01  5.52267866e-01  1.48996647e-01
  6.70820668e-01 -1.33042012e+02]",-293616.4378181659,4.902921401371714
1646,5.224489795918367,2.948,"[ 1.18588701e-02  6.26268209e-01  5.52265578e-01  1.48999577e-01
  6.70820400e-01 -1.33041969e+02]",-293617.0768625982,4.263876969111152
1647,5.224489795918367,2.98,"[ 8.46712887e-03  7.09224620e-01  5.52268036e-01  1.49312460e-01
  6.70820393e-01 -1.33039656e+02]",-293617.87059793127,3.470141636033077
1648,5.224489795918367,3.012,"[ 6.62069276e-03  7.02373442e-01  5.52268043e-01  1.49013201e-01
  6.70820585e-01 -1.18637630e+02]",-293618.76222449535,2.5785150719457306
1649,5.224489795918367,3.044,"[ 7.33177748e-03  7.03306422e-01  5.52268040e-01  1.49050708e-01
  6.70820376e-01 -1.18637622e+02]",-293619.2627102825,2.0780292847775854
1650,5.224489795918367,3.0759999999999996,"[ 7.33149192e-03  7.03306807e-01  5.52268084e-01  1.49050694e-01
  6.70820426e-01 -1.18637622e+02]",-293619.59690652566,1.7438330416334793
1651,5.224489795918367,3.1079999999999997,"[ 3.55314409e-03  7.85023188e-01  5.52268042e-01  1.49168852e-01
  6.70833891e-01 -1.18636444e+02]",-293620.20598924265,1.1347503246506676
1652,5.224489795918367,3.1399999999999997,"[ 2.65176594e-03  8.06066597e-01  5.52268042e-01  1.49329350e-01
  6.70819968e-01 -1.18640312e+02]",-293620.5435659024,0.7971736649051309
1653,5.224489795918367,3.1719999999999997,"[ 2.65578822e-03  8.06071414e-01  5.52268358e-01  1.49329561e-01
  6.70820758e-01 -1.18640312e+02]",-293620.7736047004,0.5671348668984137
1654,5.224489795918367,3.2039999999999997,"[ 1.04781968e-03  8.41234373e-01  5.52271718e-01  1.49330900e-01
  6.70820472e-01 -1.18640329e+02]",-293620.97852950275,0.36221006454434246
1655,5.224489795918367,3.2359999999999998,"[ 1.14898957e-03  8.41352662e-01  5.52268043e-01  1.49331437e-01
  6.70819446e-01 -1.18640331e+02]",-293621.0591016633,0.2816379040013999
1656,5.224489795918367,3.268,"[ 1.15461748e-03  8.41359191e-01  5.52268861e-01  1.49331723e-01
  6.70820404e-01 -1.18640331e+02]",-293621.0401089888,0.30063057848019525
1657,5.224489795918367,3.3,"[-3.28191208e-04  8.73147119e-01  5.52268042e-01  1.49325739e-01
  6.70884911e-01 -1.18571522e+02]",-293621.020942974,0.31979659327771515
1658,5.224489795918367,3.332,"[-3.28284065e-04  8.73147223e-01  5.52268056e-01  1.49325743e-01
  6.70884904e-01 -1.18571522e+02]",-293620.8745703347,0.466169232618995
1659,5.224489795918367,3.364,"[-7.71509181e-04  8.73648332e-01  5.52265487e-01  1.49330126e-01
  6.70820390e-01 -1.18571527e+02]",-293620.65648030856,0.684259258734528
1660,5.224489795918367,3.396,"[-4.12302200e-04  8.74072990e-01  5.52268037e-01  1.49331566e-01
  6.70820332e-01 -1.18571534e+02]",-293620.3707562709,0.9699832964106463
1661,5.224489795918367,3.428,"[-4.12628088e-04  8.74073355e-01  5.52268041e-01  1.49331587e-01
  6.70820384e-01 -1.18571534e+02]",-293620.0244774524,1.3162621149094775
1662,5.224489795918367,3.46,"[-4.12716826e-04  8.74073455e-01  5.52268054e-01  1.49331592e-01
  6.70820399e-01 -1.18571534e+02]",-293619.6235591764,1.7171803909004666
1663,5.224489795918367,3.492,"[-8.76032362e-04  8.74267659e-01  5.52267932e-01  1.49331845e-01
  6.70820430e-01 -1.18571545e+02]",-293619.1727632715,2.16797629580833
1664,5.224489795918367,3.524,"[-8.76717849e-04  8.74267363e-01  5.52268032e-01  1.49331807e-01
  6.70820384e-01 -1.18571545e+02]",-293618.6723063415,2.668433225771878
