,GAMMA,gamma,x_vals,llh,delta_llh
433,1.3061224489795917,3.3,"[-7.49614346e-04 -2.81788289e-02  5.52268041e-01  1.49331603e-01
  6.70820405e-01 -1.29398788e+02]",-293621.1374334459,0.2033061214024201
434,1.3061224489795917,3.332,"[-7.49526471e-04 -2.81786612e-02  5.52268054e-01  1.49331607e-01
  6.70820399e-01 -1.29398788e+02]",-293620.9519562188,0.3887833484914154
435,1.3061224489795917,3.364,"[-4.54876822e-04 -2.75595781e-02  5.52268042e-01  1.49329843e-01
  6.70821964e-01 -1.29398788e+02]",-293620.71318483504,0.6275547322584316
436,1.3061224489795917,3.396,"[-4.55310243e-04 -2.75586989e-02  5.52268106e-01  1.49329865e-01
  6.70821934e-01 -1.29398788e+02]",-293620.42369982577,0.9170397415291518
437,1.3061224489795917,3.428,"[-1.12623185e-03 -2.61968490e-02  5.52268042e-01  1.49326123e-01
  6.70821596e-01 -1.29398788e+02]",-293620.090886724,1.2498528432915919
438,1.3061224489795917,3.46,"[-1.12612751e-03 -2.61966725e-02  5.52268057e-01  1.49326128e-01
  6.70821588e-01 -1.29398788e+02]",-293619.7113059158,1.6294336515129544
439,1.3061224489795917,3.492,"[-1.11056501e-03 -2.61811911e-02  5.52268041e-01  1.49327375e-01
  6.70820284e-01 -1.29398788e+02]",-293619.2894967349,2.0512428323854692
440,1.3061224489795917,3.524,"[-1.11077697e-03 -2.61812247e-02  5.52268080e-01  1.49327388e-01
  6.70820328e-01 -1.29398788e+02]",-293618.82610158104,2.5146379862562753
441,1.3061224489795917,3.556,"[-1.18501908e-03 -2.62895975e-02  5.52262281e-01  1.49331836e-01
  6.70830109e-01 -1.29398788e+02]",-293618.32126724697,3.0194723203312606
442,1.3061224489795917,3.588,"[-1.92419884e-03 -2.77965713e-02  5.52265476e-01  1.49331835e-01
  6.70822470e-01 -1.29398788e+02]",-293617.7776733249,3.5630662423791364
443,1.3061224489795917,3.62,"[ 3.49933868e-05 -5.46680300e-02  5.52268018e-01  1.49330935e-01
  6.70820406e-01 -1.29398658e+02]",-293617.2474983039,4.093241263413802
444,1.3061224489795917,3.6519999999999997,"[ 3.45099806e-05 -5.46689632e-02  5.52267998e-01  1.49330970e-01
  6.70820402e-01 -1.29398658e+02]",-293616.6664675751,4.6742719921749085
445,1.3061224489795917,3.6839999999999997,"[ 1.13966276e-03 -8.01184710e-02  5.52268042e-01  1.49213610e-01
  6.70820021e-01 -1.29398641e+02]",-293616.0946222624,5.246117304894142
446,1.3061224489795917,3.7159999999999997,"[ 9.91970773e-04 -8.04025134e-02  5.52263769e-01  1.49227693e-01
  6.70820393e-01 -1.29398641e+02]",-293615.48640155746,5.85433800984174
447,1.3061224489795917,3.7479999999999998,"[ 4.92763816e-05 -8.24307044e-02  5.52198909e-01  1.49324382e-01
  6.70820438e-01 -1.29398641e+02]",-293614.8435015978,6.497237969480921
448,1.3061224489795917,3.78,"[ 3.01734002e-03 -1.28668510e-01  5.52268042e-01  1.49158554e-01
  6.70820267e-01 -1.29398690e+02]",-293614.3143251161,7.026414451189339
449,1.3061224489795917,3.812,"[ 3.88483959e-03 -1.49953954e-01  5.52268050e-01  1.49331351e-01
  6.70820393e-01 -1.29399121e+02]",-293613.725650617,7.61508895031875
450,1.3061224489795917,3.8439999999999994,"[ 3.28913978e-03 -1.51090643e-01  5.52268042e-01  1.49328236e-01
  6.70820413e-01 -1.29399124e+02]",-293613.12152685033,8.219212716969196
451,1.3061224489795917,3.8759999999999994,"[ 3.28907898e-03 -1.51091358e-01  5.52268099e-01  1.49328255e-01
  6.70820385e-01 -1.29399124e+02]",-293612.47620181326,8.864537754037883
452,1.3061224489795917,3.9079999999999995,"[ 6.20960155e-03 -2.14105124e-01  5.52267575e-01  1.49331403e-01
  6.70820391e-01 -1.29399098e+02]",-293612.01457000006,9.326169567240868
453,1.3061224489795917,3.9399999999999995,"[ 6.02876835e-03 -2.14424899e-01  5.52265072e-01  1.49327023e-01
  6.70820392e-01 -1.29399098e+02]",-293611.44466382737,9.896075739932712
454,1.3061224489795917,3.9719999999999995,"[ 7.92414365e-03 -2.60725471e-01  5.52268042e-01  1.49331929e-01
  6.70820357e-01 -1.29399105e+02]",-293610.9460451438,10.394694423477631
455,1.3061224489795917,4.004,"[ 7.10258966e-03 -2.62159982e-01  5.52267830e-01  1.49331801e-01
  6.70820422e-01 -1.29399105e+02]",-293610.41016236,10.930577207298484
456,1.3061224489795917,4.036,"[ 6.53421205e-03 -2.63428481e-01  5.52275669e-01  1.49332007e-01
  6.70820393e-01 -1.29399105e+02]",-293609.83461958944,11.506119977857452
457,1.3061224489795917,4.068,"[ 9.98850538e-03 -3.37361337e-01  5.51891182e-01  1.48996644e-01
  6.70802358e-01 -1.29398965e+02]",-293609.47511644935,11.865623117948417
458,1.3061224489795917,4.1,"[ 9.23137633e-03 -3.38974853e-01  5.52268064e-01  1.49089349e-01
  6.70820393e-01 -1.29398956e+02]",-293609.00093834416,12.33980122313369
459,1.4693877551020407,2.5,"[ 1.86560314e-02 -7.86774865e-01  5.52268039e-01  1.49331839e-01
  6.70820199e-01 -1.29394401e+02]",-293612.43032655865,8.910413008648902
460,1.4693877551020407,2.532,"[ 1.86258574e-02 -7.35468466e-01  5.52268046e-01  1.49333608e-01
  6.70664838e-01 -1.29394499e+02]",-293612.95289161825,8.38784794905223
461,1.4693877551020407,2.564,"[ 1.76884214e-02 -7.32950295e-01  5.52174156e-01  1.49287878e-01
  6.70820389e-01 -1.29394499e+02]",-293613.37915771786,7.961581849434879
462,1.4693877551020407,2.596,"[ 1.64307800e-02 -6.28677067e-01  5.52267881e-01  1.49331687e-01
  6.70820391e-01 -1.29394506e+02]",-293614.03232319193,7.308416375366505
463,1.4693877551020407,2.628,"[ 1.55852024e-02 -5.80151590e-01  5.52268042e-01  1.49331055e-01
  6.70822480e-01 -1.29394947e+02]",-293614.56827480125,6.772464766050689
464,1.4693877551020407,2.66,"[ 1.48152136e-02 -5.33969642e-01  5.52267947e-01  1.49331659e-01
  6.70820390e-01 -1.29395147e+02]",-293615.1029259927,6.237813574611209
465,1.4693877551020407,2.692,"[ 1.40075748e-02 -4.90053761e-01  5.52268046e-01  1.49330164e-01
  6.70825536e-01 -1.29407257e+02]",-293615.63422245736,5.7065171099384315
466,1.4693877551020407,2.7239999999999998,"[ 1.31474406e-02 -4.47778812e-01  5.52268037e-01  1.49331865e-01
  6.70820393e-01 -1.29407253e+02]",-293616.1604967516,5.180242815695237
467,1.4693877551020407,2.756,"[ 1.21368072e-02 -4.05881610e-01  5.52268173e-01  1.49331842e-01
  6.70820789e-01 -1.29407255e+02]",-293616.67920217855,4.661537388747092
468,1.4693877551020407,2.788,"[ 1.26944815e-02 -3.94514106e-01  5.52266896e-01  1.49331839e-01
  6.70824534e-01 -1.29407336e+02]",-293617.1467592165,4.193980350799393
469,1.4693877551020407,2.82,"[ 1.03021729e-02 -3.31051514e-01  5.52268056e-01  1.49331387e-01
  6.70820393e-01 -1.29407424e+02]",-293617.68325302494,3.657486542360857
470,1.4693877551020407,2.852,"[ 1.13654612e-02 -3.28372163e-01  5.52268047e-01  1.49331840e-01
  6.70819039e-01 -1.29407425e+02]",-293618.0988573778,3.2418821895262226
471,1.4693877551020407,2.884,"[ 8.35778131e-03 -2.69346044e-01  5.52268042e-01  1.49331762e-01
  6.70891207e-01 -1.29408444e+02]",-293618.618142174,2.7225973933236673
472,1.4693877551020407,2.916,"[ 9.66153439e-03 -2.66310118e-01  5.52268125e-01  1.49331804e-01
  6.70820345e-01 -1.29408444e+02]",-293618.984590385,2.3561491823056713
473,1.4693877551020407,2.948,"[ 6.46144184e-03 -2.03922834e-01  5.52250540e-01  1.49331845e-01
  6.70820417e-01 -1.29408455e+02]",-293619.46814046253,1.8725991047685966
474,1.4693877551020407,2.98,"[ 5.75949929e-03 -1.76479234e-01  5.52279887e-01  1.49331840e-01
  6.70819889e-01 -1.29408455e+02]",-293619.8462685949,1.4944709723931737
475,1.4693877551020407,3.012,"[ 4.84753359e-03 -1.52265161e-01  5.52268042e-01  1.49331815e-01
  6.70818490e-01 -1.29408455e+02]",-293620.19090488856,1.149834678741172
476,1.4693877551020407,3.044,"[ 3.69490420e-03 -1.32406864e-01  5.52268047e-01  1.49307281e-01
  6.70740531e-01 -1.29409639e+02]",-293620.49103886116,0.8497007061378099
477,1.4693877551020407,3.0759999999999996,"[ 4.40883783e-03 -1.30857291e-01  5.52224388e-01  1.49297019e-01
  6.70820393e-01 -1.29409639e+02]",-293620.7195860585,0.6211535087786615
478,1.4693877551020407,3.1079999999999997,"[ 3.03952660e-03 -9.47467143e-02  5.52268043e-01  1.49222870e-01
  6.70760035e-01 -1.29409667e+02]",-293620.96938006906,0.37135949824005365
479,1.4693877551020407,3.1399999999999997,"[ 2.17644256e-03 -9.27218478e-02  5.52268042e-01  1.49326717e-01
  6.70931844e-01 -1.29409667e+02]",-293621.1069495905,0.23378997680265456
480,1.4693877551020407,3.1719999999999997,"[ 3.43254653e-03 -8.99262622e-02  5.52268048e-01  1.49311925e-01
  6.70812642e-01 -1.29409667e+02]",-293621.1744327297,0.1663068375783041
481,1.4693877551020407,3.2039999999999997,"[ 3.53329507e-04 -4.42674719e-02  5.52268081e-01  1.49331815e-01
  6.70820395e-01 -1.29409645e+02]",-293621.32215100294,0.018588564358651638
482,1.4693877551020407,3.2359999999999998,"[ 6.59037361e-04 -4.36767218e-02  5.52268043e-01  1.49330957e-01
  6.70820060e-01 -1.29409647e+02]",-293621.31923491956,0.021504647738765925
483,1.4693877551020407,3.268,"[ 6.42614293e-04 -4.36431415e-02  5.52267653e-01  1.49331771e-01
  6.70820389e-01 -1.29409647e+02]",-293621.24775845814,0.09298110916279256
484,1.4693877551020407,3.3,"[ 6.41403714e-04 -4.36377597e-02  5.52268042e-01  1.49331810e-01
  6.70820823e-01 -1.29409647e+02]",-293621.11529391224,0.22544565505813807
485,1.4693877551020407,3.332,"[-8.02708302e-04 -1.30507561e-02  5.52267974e-01  1.49302688e-01
  6.70822002e-01 -1.29409646e+02]",-293621.00974304805,0.33099651924567297
486,1.4693877551020407,3.364,"[-1.21362271e-03 -1.28160015e-02  5.52268044e-01  1.49331778e-01
  6.70820151e-01 -1.29409650e+02]",-293620.7921710474,0.5485685198800638
487,1.4693877551020407,3.396,"[-1.21393467e-03 -1.28145320e-02  5.52267937e-01  1.49331844e-01
  6.70820411e-01 -1.29409650e+02]",-293620.52095805417,0.819781513127964
488,1.4693877551020407,3.428,"[-1.21445483e-03 -1.28138626e-02  5.52268048e-01  1.49331817e-01
  6.70820389e-01 -1.29409650e+02]",-293620.2012428862,1.1394966811058111
489,1.4693877551020407,3.46,"[-1.21451529e-03 -1.28138277e-02  5.52268042e-01  1.49331820e-01
  6.70820399e-01 -1.29409650e+02]",-293619.8359528197,1.5047867476241663
490,1.4693877551020407,3.492,"[-1.21455843e-03 -1.28138320e-02  5.52268048e-01  1.49331822e-01
  6.70820396e-01 -1.29409650e+02]",-293619.42704837234,1.9136911949608475
491,1.4693877551020407,3.524,"[-1.21480937e-03 -1.28140996e-02  5.52268022e-01  1.49331835e-01
  6.70820378e-01 -1.29409650e+02]",-293618.9755963861,2.365143181174062
492,1.4693877551020407,3.556,"[-9.69970856e-04 -2.49166785e-02  5.52267557e-01  1.49331844e-01
  6.70820779e-01 -1.29409654e+02]",-293618.4949399452,2.8457996221259236
493,1.4693877551020407,3.588,"[-1.24048530e-03 -2.53180168e-02  5.52268381e-01  1.49331836e-01
  6.70820477e-01 -1.29409654e+02]",-293617.9766449309,3.364094636403024
494,1.4693877551020407,3.62,"[-1.76404937e-03 -2.64985678e-02  5.52268048e-01  1.49331765e-01
  6.70820207e-01 -1.29409654e+02]",-293617.420008775,3.920730792277027
495,1.4693877551020407,3.6519999999999997,"[ 2.25242573e-04 -5.52838997e-02  5.52268461e-01  1.49331838e-01
  6.70821164e-01 -1.29409683e+02]",-293616.88752687804,4.4532126892590895
496,1.4693877551020407,3.6839999999999997,"[-9.96823937e-05 -5.60057781e-02  5.52268048e-01  1.49296679e-01
  6.70820439e-01 -1.29409683e+02]",-293616.3038235024,5.036916064913385
497,1.4693877551020407,3.7159999999999997,"[ 1.44180831e-03 -8.31852978e-02  5.52268042e-01  1.49328544e-01
  6.70859287e-01 -1.29409695e+02]",-293615.73406453663,5.6066750306636095
498,1.4693877551020407,3.7479999999999998,"[ 1.44115088e-03 -8.31865561e-02  5.52268139e-01  1.49328577e-01
  6.70859241e-01 -1.29409695e+02]",-293615.12934054877,6.211399018531665
499,1.4693877551020407,3.78,"[ 2.73885351e-03 -1.17206730e-01  5.52266036e-01  1.49331805e-01
  6.70820393e-01 -1.29409777e+02]",-293614.56061474094,6.780124826356769
500,1.4693877551020407,3.812,"[ 2.28033630e-03 -1.18073797e-01  5.52267573e-01  1.49330450e-01
  6.70820443e-01 -1.29409777e+02]",-293613.9571611221,7.383578445180319
501,1.4693877551020407,3.8439999999999994,"[ 4.25187348e-03 -1.53996858e-01  5.52268044e-01  1.49000328e-01
  6.70820444e-01 -1.29409775e+02]",-293613.39616554487,7.944574022432789
502,1.4693877551020407,3.8759999999999994,"[ 3.86946019e-03 -1.55034645e-01  5.52267880e-01  1.49331836e-01
  6.70825094e-01 -1.29409734e+02]",-293612.8043067244,8.536432842898648
503,1.4693877551020407,3.9079999999999995,"[ 3.05588251e-03 -1.56656337e-01  5.52268640e-01  1.49331841e-01
  6.70818572e-01 -1.29409734e+02]",-293612.1742066298,9.166532937495504
504,1.4693877551020407,3.9399999999999995,"[ 6.50207693e-03 -2.18602050e-01  5.52268043e-01  1.49002358e-01
  6.70820433e-01 -1.29409730e+02]",-293611.72726265783,9.613476909464225
505,1.4693877551020407,3.9719999999999995,"[ 5.89733618e-03 -2.19675584e-01  5.52218980e-01  1.49037576e-01
  6.70820388e-01 -1.29409730e+02]",-293611.1701879553,10.170551611983683
506,1.4693877551020407,4.004,"[ 8.07320576e-03 -2.67122727e-01  5.52268043e-01  1.49326857e-01
  6.70820163e-01 -1.29409938e+02]",-293610.69202873425,10.648710833047517
507,1.4693877551020407,4.036,"[ 7.39756719e-03 -2.68288051e-01  5.52268028e-01  1.49330252e-01
  6.70820390e-01 -1.29409938e+02]",-293610.1706921188,11.170047448482364
508,1.4693877551020407,4.068,"[ 9.63511261e-03 -3.19162985e-01  5.52268039e-01  1.49331715e-01
  6.70820392e-01 -1.29409938e+02]",-293609.72799382365,11.61274574365234
509,1.4693877551020407,4.1,"[ 9.63497808e-03 -3.19163209e-01  5.52268059e-01  1.49331722e-01
  6.70820382e-01 -1.29409938e+02]",-293609.24377443973,12.096965127566364
510,1.6326530612244896,2.5,"[ 1.84755409e-02 -7.81680205e-01  5.52268041e-01  1.49221519e-01
  6.71134199e-01 -1.29403006e+02]",-293612.3814918038,8.95924776350148
511,1.6326530612244896,2.532,"[ 1.97556858e-02 -7.77563425e-01  5.52266001e-01  1.49331837e-01
  6.70821369e-01 -1.29403006e+02]",-293612.835659704,8.505079863301944
512,1.6326530612244896,2.564,"[ 1.74346486e-02 -6.77972056e-01  5.52268043e-01  1.49034266e-01
  6.70849057e-01 -1.28511652e+02]",-293613.4437637676,7.89697579969652
513,1.6326530612244896,2.596,"[ 1.65904741e-02 -6.30025846e-01  5.52268050e-01  1.49309824e-01
  6.70795825e-01 -1.28509315e+02]",-293613.97594308935,7.364796477952041
514,1.6326530612244896,2.628,"[ 1.62638855e-02 -5.84160902e-01  5.52095108e-01  1.49249463e-01
  6.70820393e-01 -1.28509410e+02]",-293614.5040377649,6.836701802385505
515,1.6326530612244896,2.66,"[ 1.74036725e-02 -5.79865360e-01  5.52268042e-01  1.49325567e-01
  6.70822528e-01 -1.28509410e+02]",-293614.9343450922,6.40639447508147
516,1.6326530612244896,2.692,"[ 1.41022727e-02 -4.89224220e-01  5.52267812e-01  1.49331757e-01
  6.70821289e-01 -1.28509425e+02]",-293615.5648215356,5.775918031693436
517,1.6326530612244896,2.7239999999999998,"[ 1.51727984e-02 -4.86464680e-01  5.52240738e-01  1.49320368e-01
  6.70820392e-01 -1.28509425e+02]",-293616.00507242326,5.335667144041508
518,1.6326530612244896,2.756,"[ 1.23233406e-02 -4.06169353e-01  5.52267467e-01  1.49321445e-01
  6.70820019e-01 -1.28509439e+02]",-293616.60065221105,4.740087356243748
519,1.6326530612244896,2.788,"[ 1.32381973e-02 -4.03850032e-01  5.52257245e-01  1.49331841e-01
  6.70820392e-01 -1.28509444e+02]",-293617.031598223,4.309141344274394
520,1.6326530612244896,2.82,"[ 1.04927939e-02 -3.30243236e-01  5.52268043e-01  1.49041418e-01
  6.70820434e-01 -1.28509599e+02]",-293617.59605408,3.7446854872978292
521,1.6326530612244896,2.852,"[ 1.14654683e-02 -3.27779706e-01  5.52268043e-01  1.49136020e-01
  6.70842740e-01 -1.28509599e+02]",-293618.0094055709,3.3313339963788167
522,1.6326530612244896,2.884,"[ 8.80277721e-03 -2.69677584e-01  5.51995767e-01  1.49331839e-01
  6.70786219e-01 -1.28509598e+02]",-293618.52359139523,2.817148172063753
523,1.6326530612244896,2.916,"[ 9.92543557e-03 -2.67058215e-01  5.52268044e-01  1.49169531e-01
  6.70820390e-01 -1.28509598e+02]",-293618.8848979405,2.455841626797337
524,1.6326530612244896,2.948,"[ 6.64861361e-03 -2.02145255e-01  5.52268042e-01  1.49318195e-01
  6.70817032e-01 -1.28509888e+02]",-293619.37736558204,1.963373985257931
525,1.6326530612244896,2.98,"[ 5.91733168e-03 -1.75050247e-01  5.52267502e-01  1.49258910e-01
  6.70820392e-01 -1.28509768e+02]",-293619.75803877565,1.5827007916523144
526,1.6326530612244896,3.012,"[ 6.70696912e-03 -1.73243607e-01  5.52259319e-01  1.49331837e-01
  6.70817629e-01 -1.28509772e+02]",-293620.06510148256,1.2756380847422406
527,1.6326530612244896,3.044,"[ 4.15345247e-03 -1.26200091e-01  5.52267954e-01  1.49331838e-01
  6.70820804e-01 -1.28510000e+02]",-293620.4164848365,0.92425473080948
528,1.6326530612244896,3.0759999999999996,"[ 4.81864725e-03 -1.24713651e-01  5.52268045e-01  1.49320420e-01
  6.70820391e-01 -1.28510001e+02]",-293620.65645914385,0.6842804234474897
529,1.6326530612244896,3.1079999999999997,"[ 2.36532737e-03 -8.46757906e-02  5.52268404e-01  1.49331836e-01
  6.70822250e-01 -1.28511148e+02]",-293620.91273647326,0.42800309404265136
530,1.6326530612244896,3.1399999999999997,"[ 2.14679648e-03 -8.15159333e-02  5.52267745e-01  1.49329564e-01
  6.70820390e-01 -1.28511148e+02]",-293621.0771211353,0.26361843198537827
531,1.6326530612244896,3.1719999999999997,"[ 3.10539872e-03 -7.94265524e-02  5.52234548e-01  1.49315690e-01
  6.70820388e-01 -1.28511154e+02]",-293621.16452703654,0.17621253075776622
532,1.6326530612244896,3.2039999999999997,"[ 6.76694991e-04 -3.99344486e-02  5.52257329e-01  1.49007056e-01
  6.70820387e-01 -1.28511150e+02]",-293621.29816336284,0.042576204461511225
533,1.6326530612244896,3.2359999999999998,"[ 1.23185669e-03 -3.64672789e-02  5.52267902e-01  1.49331837e-01
  6.70821900e-01 -1.28511149e+02]",-293621.3141766082,0.026562959072180092
534,1.6326530612244896,3.268,"[ 7.36743317e-05 -3.39994017e-02  5.52252784e-01  1.49331836e-01
  6.70824026e-01 -1.28511149e+02]",-293621.27069669164,0.07004287565359846
535,1.6326530612244896,3.3,"[-1.50372466e-03 -8.55931207e-03  5.52268047e-01  1.49299268e-01
  6.70820483e-01 -1.28511137e+02]",-293621.2070063563,0.13373321102699265
536,1.6326530612244896,3.332,"[-8.57127841e-04 -7.75688232e-03  5.52268044e-01  1.49328953e-01
  6.70820416e-01 -1.28511141e+02]",-293621.0674440678,0.27329549950081855
537,1.6326530612244896,3.364,"[-8.92239372e-04 -7.71090860e-03  5.52267163e-01  1.49331839e-01
  6.70820496e-01 -1.28511141e+02]",-293620.869715009,0.47102455829735845
538,1.6326530612244896,3.396,"[-1.60407368e-03  2.71189084e-03  5.52268045e-01  1.49331845e-01
  6.70820396e-01 -1.28511179e+02]",-293620.62974700757,0.7109925597324036
539,1.6326530612244896,3.428,"[-1.60408085e-03  2.71189229e-03  5.52268043e-01  1.49331844e-01
  6.70820394e-01 -1.28511179e+02]",-293620.33425618947,1.006483377830591
540,1.6326530612244896,3.46,"[-1.60410203e-03  2.71188921e-03  5.52268041e-01  1.49331843e-01
  6.70820393e-01 -1.28511179e+02]",-293619.9919195178,1.348820049490314
541,1.6326530612244896,3.492,"[-1.60413197e-03  2.71186861e-03  5.52268046e-01  1.49331841e-01
  6.70820391e-01 -1.28511179e+02]",-293619.6051003617,1.735639205609914
542,1.6326530612244896,3.524,"[-1.94261930e-03  2.19027699e-03  5.52268041e-01  1.49320298e-01
  6.70820273e-01 -1.28511181e+02]",-293619.1763723123,2.1643672549980693
543,1.6326530612244896,3.556,"[-1.94351927e-03  2.18830522e-03  5.52268187e-01  1.49320348e-01
  6.70820440e-01 -1.28511181e+02]",-293618.7052502734,2.63548929389799
544,1.6326530612244896,3.588,"[-1.20202685e-03 -9.89323057e-03  5.52268042e-01  1.49331127e-01
  6.70820360e-01 -1.28511180e+02]",-293618.22182292887,3.1189166384283453
545,1.6326530612244896,3.62,"[-1.91472499e-03 -1.13681430e-02  5.52258531e-01  1.49322692e-01
  6.70820390e-01 -1.28511185e+02]",-293617.6874175532,3.6533220140845515
546,1.6326530612244896,3.6519999999999997,"[-1.70331340e-04 -3.58201385e-02  5.52268042e-01  1.49331351e-01
  6.70820393e-01 -1.28511079e+02]",-293617.1720775617,4.168662005569786
547,1.6326530612244896,3.6839999999999997,"[-1.70456903e-04 -3.58203851e-02  5.52268060e-01  1.49331357e-01
  6.70820384e-01 -1.28511079e+02]",-293616.5989151865,4.741824380820617
548,1.6326530612244896,3.7159999999999997,"[-1.30113434e-03 -3.81736727e-02  5.52253190e-01  1.49328194e-01
  6.70820350e-01 -1.28511086e+02]",-293615.9934576159,5.347281951399054
549,1.6326530612244896,3.7479999999999998,"[ 1.66977397e-03 -8.12851936e-02  5.52268043e-01  1.49330771e-01
  6.70820531e-01 -1.28511088e+02]",-293615.4772001417,5.863539425597992
550,1.6326530612244896,3.78,"[ 1.24436562e-03 -8.21208982e-02  5.52267966e-01  1.49331628e-01
  6.70820409e-01 -1.28511088e+02]",-293614.88504687167,6.455692695628386
551,1.6326530612244896,3.812,"[ 3.06914202e-03 -1.14448091e-01  5.52268059e-01  1.49331835e-01
  6.70821288e-01 -1.28511092e+02]",-293614.32370435144,7.017035215860233
552,1.6326530612244896,3.8439999999999994,"[ 2.55039506e-03 -1.15461954e-01  5.52268055e-01  1.49331843e-01
  6.70820254e-01 -1.28511089e+02]",-293613.731700695,7.609038872295059
553,1.6326530612244896,3.8759999999999994,"[ 4.49144716e-03 -1.52689815e-01  5.52267633e-01  1.49331689e-01
  6.70820393e-01 -1.28511099e+02]",-293613.1868480731,8.153891494206619
554,1.6326530612244896,3.9079999999999995,"[ 5.27398730e-03 -1.73704579e-01  5.52265679e-01  1.49330126e-01
  6.70820391e-01 -1.28511191e+02]",-293612.6321765463,8.708563020976726
555,1.6326530612244896,3.9399999999999995,"[ 5.46453373e-03 -1.92406176e-01  5.52267402e-01  1.49331837e-01
  6.70820393e-01 -1.28511212e+02]",-293612.0884078165,9.252331750816666
556,1.6326530612244896,3.9719999999999995,"[ 6.83456706e-03 -2.19355356e-01  5.52268044e-01  1.49331812e-01
  6.70820403e-01 -1.28511057e+02]",-293611.5619342318,9.778805335517973
557,1.6326530612244896,4.004,"[ 6.20440987e-03 -2.20503407e-01  5.52266909e-01  1.49327848e-01
  6.70820318e-01 -1.28511057e+02]",-293611.0257653234,10.314974243927281
558,1.6326530612244896,4.036,"[ 8.26854532e-03 -2.64985143e-01  5.52267940e-01  1.49298892e-01
  6.70820418e-01 -1.28511072e+02]",-293610.5543180982,10.786421469121706
559,1.6326530612244896,4.068,"[ 8.09368290e-03 -2.65286646e-01  5.52264420e-01  1.49311940e-01
  6.70820393e-01 -1.28511074e+02]",-293610.0447751843,11.295964382996317
560,1.6326530612244896,4.1,"[ 6.92467062e-03 -2.67318277e-01  5.52268047e-01  1.49322837e-01
  6.70820300e-01 -1.28511074e+02]",-293609.4995674432,11.84117212408455
561,1.7959183673469385,2.5,"[ 1.80985576e-02 -7.82038835e-01  5.49786920e-01  1.49098869e-01
  6.70820385e-01 -1.28502199e+02]",-293612.2945724635,9.04616710380651
562,1.7959183673469385,2.532,"[ 1.81122408e-02 -7.31776257e-01  5.52268050e-01  1.49331617e-01
  6.70820369e-01 -1.28502069e+02]",-293612.85135580687,8.489383760432247
563,1.7959183673469385,2.564,"[ 1.94518092e-02 -7.27461059e-01  5.52268065e-01  1.49331845e-01
  6.70820392e-01 -1.28502069e+02]",-293613.28153606545,8.05920350184897
564,1.7959183673469385,2.596,"[ 1.66293225e-02 -6.29471279e-01  5.52267512e-01  1.49331835e-01
  6.70814471e-01 -1.28502277e+02]",-293613.89956727164,7.441172295657452
565,1.7959183673469385,2.628,"[ 1.59033393e-02 -5.80600054e-01  5.52267990e-01  1.49331830e-01
  6.70820435e-01 -1.28502253e+02]",-293614.4244595077,6.916280059609562
566,1.7959183673469385,2.66,"[ 1.47041970e-02 -5.33476587e-01  5.52263037e-01  1.49331842e-01
  6.70818733e-01 -1.28502257e+02]",-293614.9465342374,6.394205329881515
567,1.7959183673469385,2.692,"[ 1.42690802e-02 -4.89459756e-01  5.52268238e-01  1.49331833e-01
  6.70821305e-01 -1.28501616e+02]",-293615.467504531,5.873235036269762
568,1.7959183673469385,2.7239999999999998,"[ 1.34066679e-02 -4.47429775e-01  5.52267055e-01  1.49240584e-01
  6.70820391e-01 -1.28501714e+02]",-293615.98212171,5.358617857273202
569,1.7959183673469385,2.756,"[ 1.25771620e-02 -4.06988359e-01  5.52263690e-01  1.49293721e-01
  6.70820392e-01 -1.28501718e+02]",-293616.49032515765,4.850414409651421
570,1.7959183673469385,2.788,"[ 1.17241451e-02 -3.65808409e-01  5.52273363e-01  1.49332130e-01
  6.70822540e-01 -1.28500502e+02]",-293616.9888136405,4.351925926806871
571,1.7959183673469385,2.82,"[ 1.07750927e-02 -3.29902709e-01  5.52267975e-01  1.49331843e-01
  6.70820439e-01 -1.28500515e+02]",-293617.4763629046,3.8643766627064906
572,1.7959183673469385,2.852,"[ 9.86918698e-03 -2.94984873e-01  5.52261120e-01  1.49326891e-01
  6.70820391e-01 -1.28500380e+02]",-293617.9486761479,3.392063419392798
573,1.7959183673469385,2.884,"[ 8.90790600e-03 -2.61426504e-01  5.52111687e-01  1.49331709e-01
  6.70820389e-01 -1.28500395e+02]",-293618.40170536964,2.9390341976541094
574,1.7959183673469385,2.916,"[ 9.67197670e-03 -2.59502343e-01  5.52267883e-01  1.49333429e-01
  6.70820393e-01 -1.28500395e+02]",-293618.7824923901,2.5582471772213466
575,1.7959183673469385,2.948,"[ 7.06238511e-03 -2.00006439e-01  5.52268045e-01  1.49285180e-01
  6.70820562e-01 -1.28500393e+02]",-293619.24776914116,2.092970426136162
576,1.7959183673469385,2.98,"[ 6.57078284e-03 -1.74238602e-01  5.52253214e-01  1.49335798e-01
  6.70820388e-01 -1.28500458e+02]",-293619.62911939895,1.7116201683529653
577,1.7959183673469385,3.012,"[ 7.26201231e-03 -1.72019827e-01  5.52268044e-01  1.49331130e-01
  6.70821205e-01 -1.28500458e+02]",-293619.93612289923,1.4046166680636816
578,1.7959183673469385,3.044,"[ 4.48106473e-03 -1.23086023e-01  5.52268016e-01  1.49331266e-01
  6.70820384e-01 -1.28500455e+02]",-293620.2994267134,1.0413128539221361
