,GAMMA,x_vals,llh,delta_llh
242,6.474916387959866,[-1.40937210e-05  9.10270585e-01  3.20222135e+00],-293621.3372896404,0.0038650331553071737
243,6.501672240802676,[-1.44926738e-05  9.10290925e-01  3.20213219e+00],-293621.33766313246,0.003491541079711169
244,6.528428093645485,[-1.64960322e-05  9.10290923e-01  3.20197776e+00],-293621.338001759,0.0031529145198874176
245,6.555183946488294,[-1.26848402e-05  9.10238705e-01  3.20177118e+00],-293621.3383089636,0.0028457099688239396
246,6.581939799331104,[-1.16609151e-05  9.10217477e-01  3.20161346e+00],-293621.3385868689,0.0025678046513348818
247,6.608695652173913,[-1.29400710e-05  9.10216198e-01  3.20146766e+00],-293621.33883829386,0.002316379686817527
248,6.635451505016722,[-9.74419606e-06  9.10166973e-01  3.20134205e+00],-293621.33906592266,0.002088750887196511
249,6.662207357859532,[-1.14794719e-05  9.10196376e-01  3.20127917e+00],-293621.3392714572,0.0018832163186743855
250,6.688963210702341,[-1.03693680e-05  9.10196376e-01  3.20127283e+00],-293621.33945684764,0.0016978259081952274
251,6.7157190635451505,[-6.94754838e-06  9.10115059e-01  3.20101443e+00],-293621.3396258202,0.0015288533177226782
252,6.74247491638796,[-7.04470847e-06  9.10113234e-01  3.20092301e+00],-293621.33977769397,0.0013769795768894255
253,6.769230769230769,[-6.94603390e-06  9.10113234e-01  3.20092301e+00],-293621.33991470723,0.001239966310095042
254,6.7959866220735785,[-6.30454559e-06  9.10108057e-01  3.20079171e+00],-293621.3400387166,0.0011159569257870317
255,6.822742474916388,[-7.29912001e-06  9.10108057e-01  3.20079072e+00],-293621.3401503739,0.0010042996727861464
256,6.849498327759197,[-4.24752578e-06  9.10052460e-01  3.20061648e+00],-293621.3402514956,0.0009031779482029378
257,6.8762541806020065,[-4.24752578e-06  9.10052460e-01  3.20059627e+00],-293621.3403425831,0.0008120904676616192
258,6.903010033444816,[-4.24752578e-06  9.10052460e-01  3.20052234e+00],-293621.34042472055,0.0007299529970623553
259,6.929765886287625,[-4.24752578e-06  9.10052460e-01  3.20052234e+00],-293621.3404987984,0.0006558751338161528
260,6.956521739130435,[-3.82284233e-06  9.10052885e-01  3.20052192e+00],-293621.34056547005,0.0005892034969292581
261,6.983277591973244,[-1.09555019e-06  9.10068432e-01  3.20049486e+00],-293621.34062553325,0.0005291402922011912
262,7.010033444816053,[-8.92865926e-06  9.10066556e-01  3.20039973e+00],-293621.34067993436,0.0004747391794808209
263,7.036789297658863,[-5.05358545e-06  9.10064547e-01  3.20039772e+00],-293621.3407288803,0.00042579323053359985
264,7.063545150501672,[-5.05358545e-06  9.10064547e-01  3.20039772e+00],-293621.3407728345,0.00038183905417099595
265,7.090301003344481,[-5.05358545e-06  9.10064547e-01  3.20039772e+00],-293621.3408123703,0.0003423032467253506
266,7.117056856187291,[-2.24217996e-06  9.10016328e-01  3.20027556e+00],-293621.3408485035,0.00030617002630606294
267,7.1438127090301,[-2.73914884e-06  9.10016328e-01  3.20027506e+00],-293621.34088063746,0.00027403607964515686
268,7.170568561872909,[-2.73914884e-06  9.10016328e-01  3.20023895e+00],-293621.3409096114,0.000245062168687582
269,7.197324414715719,[-2.73914884e-06  9.10016328e-01  3.20023895e+00],-293621.340935631,0.0002190425293520093
270,7.224080267558528,[-2.64039206e-06  9.10016328e-01  3.20023895e+00],-293621.3409590183,0.00019565527327358723
271,7.250836120401337,[-2.64039206e-06  9.10016328e-01  3.20023895e+00],-293621.34098003525,0.00017463829135522246
272,7.277591973244147,[-3.48791311e-06  9.10016328e-01  3.20023725e+00],-293621.340998923,0.00015575054567307234
273,7.304347826086956,[-3.63873147e-06  9.10016328e-01  3.20022404e+00],-293621.34101596044,0.00013871310511603951
274,7.331103678929765,[-3.41236186e-06  9.10014671e-01  3.20020787e+00],-293621.3410312951,0.00012337847147136927
275,7.357859531772575,[-2.18343108e-06  9.10014671e-01  3.20020726e+00],-293621.34104499884,0.00010967470007017255
276,7.384615384615384,[-2.18343108e-06  9.10014797e-01  3.20020726e+00],-293621.34105729323,9.738031076267362e-05
277,7.4113712374581935,[-3.09734444e-06  9.10013883e-01  3.20012932e+00],-293621.34106862836,8.604518370702863e-05
278,7.438127090301003,[-2.60196572e-06  9.10013883e-01  3.20012932e+00],-293621.3410785655,7.610803004354239e-05
279,7.464882943143812,[-3.04752715e-06  9.10013661e-01  3.20012910e+00],-293621.3410874759,6.719765951856971e-05
280,7.4916387959866215,[-7.01841443e-07  9.09978210e-01  3.20009318e+00],-293621.341095585,5.908851744607091e-05
281,7.518394648829431,[-7.01841443e-07  9.09978210e-01  3.20009318e+00],-293621.3411027456,5.1927927415817976e-05
282,7.545150501672241,[-8.17652002e-07  9.09978210e-01  3.20006032e+00],-293621.34110919386,4.547968273982406e-05
283,7.5719063545150505,[-7.90617807e-07  9.09978210e-01  3.20006032e+00],-293621.3411149404,3.973313141614199e-05
284,7.59866220735786,[-8.88739272e-07  9.09978210e-01  3.20006032e+00],-293621.3411200785,3.459502477198839e-05
285,7.625418060200669,[-8.88739272e-07  9.09978210e-01  3.20006032e+00],-293621.3411246691,3.000441938638687e-05
286,7.6521739130434785,[-8.88739272e-07  9.09978210e-01  3.20006032e+00],-293621.34112876764,2.5905901566147804e-05
287,7.678929765886288,[-8.88739272e-07  9.09978210e-01  3.20006032e+00],-293621.34113242396,2.224958734586835e-05
288,7.705685618729097,[-8.88739272e-07  9.09978210e-01  3.20004336e+00],-293621.3411356986,1.89749407581985e-05
289,7.7324414715719065,[-8.66094082e-07  9.09978210e-01  3.20004336e+00],-293621.3411386047,1.6068865079432726e-05
290,7.759197324414716,[-8.66094082e-07  9.09978210e-01  3.20004336e+00],-293621.34114119085,1.3482698705047369e-05
291,7.785953177257525,[-8.66094082e-07  9.09978210e-01  3.20004336e+00],-293621.3411434905,1.1183030437678099e-05
292,7.812709030100335,[-1.01399238e-06  9.09978210e-01  3.20004336e+00],-293621.34114553395,9.139592293649912e-06
293,7.839464882943144,[-1.01399238e-06  9.09978210e-01  3.20004336e+00],-293621.3411473482,7.325317710638046e-06
294,7.866220735785953,[-1.01399238e-06  9.09978210e-01  3.20004336e+00],-293621.3411489581,5.715468432754278e-06
295,7.892976588628763,[1.51495628e-07 9.09955918e-01 3.20002107e+00],-293621.34115040454,4.269008059054613e-06
296,7.919732441471572,[4.57498100e-07 9.09956224e-01 3.20002107e+00],-293621.3411516718,3.001769073307514e-06
297,7.946488294314381,[2.21326498e-07 9.09956224e-01 3.20002107e+00],-293621.34115279454,1.8790015019476414e-06
298,7.973244147157191,[4.85917531e-07 9.09956489e-01 3.20002107e+00],-293621.34115378914,8.844071999192238e-07
299,8.0,[4.85917531e-07 9.09965499e-01 3.20002107e+00],-293621.34115467354,0.0
