,bkg_norm,signal_norm,spectral_index,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,-9.540025686476483e-07,0.00041871690801544237,3.2008122663443928,-inf,0.0,0.0,0.3320654880332441,0.6679345119667559,0.0,-202843.04690489866,0.0,-6.17092597407396,-6.17092597407396
1,-7.180965805032996e-07,0.00042879552953696326,3.2008731183615273,-inf,0.0,0.0707070707070707,0.33186423337520476,0.6681357666247952,0.0,-202843.04687573982,2.915883669629693e-05,-6.17092597407396,-6.100218903366889
2,-1.3169766600670576e-06,0.0005285840751952501,3.2009593538241665,-inf,0.0,0.1414141414141414,0.33199502277811255,0.6680049772218873,0.0,-202843.0468388276,6.607105024158955e-05,-6.17092597407396,-6.029511832659818
3,-1.456910110532198e-06,0.0005991003028830784,3.2010503419691196,-inf,0.0,0.2121212121212121,0.3319612038433464,0.6680387961566537,0.0,-202843.0467912144,0.00011368424748070538,-6.17092597407396,-5.958804761952747
4,-1.6249073217398001e-06,0.0006700130626269363,3.2011590334721753,-inf,0.0,0.2828282828282828,0.33186228086278724,0.6681377191372126,0.0,-202843.04672965375,0.00017524490249343216,-6.17092597407396,-5.888097691245678
5,-1.8062362986514915e-06,0.0007585091411369983,3.2012874058196132,-inf,0.0,0.35353535353535354,0.33176591265290395,0.668234087347096,0.0,-202843.04664959462,0.00025530403945595026,-6.17092597407396,-5.817390620538607
6,-2.103019151303067e-06,0.000859760623670197,3.201437993531527,-inf,0.0,0.4242424242424242,0.33163871125075256,0.6683612887492474,0.0,-202843.04654489306,0.000360005593392998,-6.17092597407396,-5.746683549831536
7,-2.283506488310628e-06,0.0009644153869141813,3.201615243006202,-inf,0.0,0.4949494949494949,0.3314252995481311,0.6685747004518688,0.0,-202843.0464072378,0.0004976608615834266,-6.17092597407396,-5.675976479124465
8,-2.6708979635448874e-06,0.0011172348226297145,3.2018217675131044,-inf,0.0,0.5656565656565656,0.3313163968017568,0.6686836031982432,0.0,-202843.04622542116,0.0006794774963054806,-6.17092597407396,-5.605269408417394
9,-3.313877805265174e-06,0.0013108136723968499,3.20206698997349,-inf,0.0,0.6363636363636364,0.3312433405800592,0.6687566594199408,0.0,-202843.04598420174,0.0009206969116348773,-6.17092597407396,-5.534562337710323
10,-3.6034851008416175e-06,0.0014861032887396016,3.2023538681456944,-inf,0.0,0.7070707070707071,0.3309238436488957,0.6690761563511042,0.0,-202843.04566305154,0.001241847116034478,-6.17092597407396,-5.463855267003252
11,-4.291059778257304e-06,0.0017387236800919137,3.2026919057978014,-inf,0.0,0.7777777777777778,0.3307625875627499,0.6692374124372502,0.0,-202843.0452340753,0.0016708233451936394,-6.17092597407396,-5.393148196296181
12,-4.956343318718661e-06,0.0020110010593139493,3.2030846014751773,-inf,0.0,0.8484848484848484,0.33046281423791785,0.6695371857620822,0.0,-202843.04465960583,0.002245292824227363,-6.17092597407396,-5.322441125589112
13,-5.6020925740879776e-06,0.0023218151640863457,3.2035534540881825,-inf,0.0,0.9191919191919191,0.3300648601731728,0.6699351398268272,0.0,-202843.04388870814,0.0030161905160639435,-6.17092597407396,-5.251734054882041
14,-7.417433927264509e-06,0.0028367215996954616,3.204094630098102,-inf,0.0,0.9898989898989898,0.3303073011632825,0.6696926988367174,0.0,-202843.04285349237,0.004051406285725534,-6.17092597407396,-5.18102698417497
15,-8.732809511523792e-06,0.003335113736409334,3.204728610084415,-inf,0.0,1.0606060606060606,0.3301036859501779,0.6698963140498222,0.0,-202843.04146181743,0.005443081230623648,-6.17092597407396,-5.110319913467899
16,-1.0447223681109256e-05,0.003935862614688372,3.2054775792622485,-inf,0.0,1.1313131313131313,0.32993454049590487,0.6700654595040951,0.0,-202843.03959141037,0.007313488284125924,-6.17092597407396,-5.039612842760828
17,-1.2505580159266327e-05,0.0046796136193762205,3.2063384131420363,-inf,0.0,1.202020202020202,0.3299574520390223,0.6700425479609776,0.0,-202843.0370799614,0.009824937267694622,-6.17092597407396,-4.968905772053757
18,-1.5447211950720334e-05,0.00559821008526387,3.2073549508585555,-inf,0.0,1.2727272727272727,0.33018442622249433,0.6698155737775057,0.0,-202843.0337138417,0.013191056961659342,-6.17092597407396,-4.898198701346686
19,-1.9075083059472643e-05,0.006745105178976056,3.208533672479634,-inf,0.0,1.3434343434343434,0.33083322163451645,0.6691667783654835,0.0,-202843.02921461538,0.017690283275442198,-6.17092597407396,-4.827491630639617
