,bkg_norm,signal_norm,alpha,beta,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,1.2146319721134937e-06,0.0009250559962033036,2.0005897733142723,0.5148446996446402,-inf,0.0,0.0,0.3351582752239529,0.6648417247760471,0,-211687.00022758677,0.0,-6.17092597407396,-6.17092597407396
1,1.6631263530329123e-06,0.0011376894369880665,2.00077012872768,0.5147738930174727,-inf,0.0,0.20408163265306123,0.33548003380356345,0.6645199661964366,0,-211687.0002259195,1.6672711353749037e-06,-6.17092597407396,-5.966844341420899
2,1.534617358790497e-06,0.0029806507064780692,2.0011780883830292,0.5146036523444716,-inf,0.0,0.40816326530612246,0.340900986137431,0.659099013862569,0,-211687.00022529898,2.287793904542923e-06,-6.17092597407396,-5.762762708767838
3,2.5061324463127887e-06,0.0037483009391441314,2.001643193837773,0.5144237463471472,-inf,0.0,0.6122448979591837,0.34246840458717615,0.6575315954128238,0,-211687.0002197753,7.811468094587326e-06,-6.17092597407396,-5.558681076114777
4,3.467430793927167e-06,0.006158414596322284,2.002490524636935,0.5140807079042785,-inf,0.0,0.8163265306122449,0.3488066373695888,0.6511933626304112,0,-211687.00020949007,1.8096703570336103e-05,-6.17092597407396,-5.354599443461716
5,6.411841166676151e-06,0.006614292951110287,2.003533586653534,0.5137082436238997,-inf,0.0,1.0204081632653061,0.34789793437879485,0.6521020656212052,0,-211687.00016873924,5.8847537729889154e-05,-6.17092597407396,-5.150517810808653
6,7.642369436754614e-06,0.016223364880808076,2.0059303250734812,0.5126994835628363,-inf,0.0,1.2244897959183674,0.3751195012293306,0.6248804987706694,0,-211687.00012793712,9.964965283870697e-05,-6.17092597407396,-4.946436178155592
7,1.0402071776861594e-05,0.02783774209789732,2.0094638478730182,0.5112486800628182,-inf,0.0,1.4285714285714286,0.40593098108016473,0.5940690189198353,0,-211686.99999412324,0.00023346353555098176,-6.17092597407396,-4.742354545502531
8,1.6022977974329293e-05,0.04262126581824458,2.0146470367893223,0.5091799823167114,-inf,0.0,1.6326530612244898,0.44256891371997825,0.5574310862800217,0,-211686.9996790962,0.0005484905850607902,-6.17092597407396,-4.53827291284947
9,2.4578246872325162e-05,0.0643235119174082,2.022522995426765,0.506071162973022,-inf,0.0,1.836734693877551,0.4939219129500382,0.5060780870499618,0,-211686.99897649427,0.001251092500751838,-6.17092597407396,-4.334191280196409
10,3.419682063074772e-05,0.10159329313561995,2.0346086667112746,0.5012772636344508,-inf,0.0,2.0408163265306123,0.5802204382446,0.4197795617554001,0,-211686.99756427316,0.002663313614903018,-6.17092597407396,-4.130109647543348
11,4.425902930878814e-05,0.15568413685565752,2.051810568195808,0.49455679744937864,-inf,0.0,2.2448979591836737,0.6954423940202152,0.3045576059797848,0,-211686.9950961785,0.005131408281158656,-6.17092597407396,-3.926028014890285
12,5.271680163211576e-05,0.2243010763261001,2.0741716963689973,0.4861598695134456,-inf,0.0,2.4489795918367347,0.8236837624594588,0.17631623754054104,0,-211686.99188367688,0.008343909896211699,-6.17092597407396,-3.721946382237224
13,4.9110135300317685e-05,0.3055513349770271,2.100358136189654,0.4769477119638453,-inf,0.0,2.6530612244897958,0.9541031683974222,0.045896831602577945,0,-211686.9898629576,0.010364629182731733,-6.17092597407396,-3.517864749584163
14,4.7431681830139814e-05,0.35459215022714813,2.1283249186560704,0.46922505876994713,-inf,0.0,2.857142857142857,1.0,7.992146562481345e-17,0,-211686.9897921232,0.010435463569592685,-6.17092597407396,-3.313783116931102
15,2.8934861874312727e-05,0.3862154609355954,2.155635713835785,0.4648739888215306,-inf,0.0,3.0612244897959187,1.0,5.704407917190053e-17,0,-211686.9846138665,0.015613720286637545,-6.17092597407396,-3.109701484278041
16,-2.4577400536443986e-05,0.4201485957687194,2.1720312698960984,0.46828756261289367,-inf,0.0,3.2653061224489797,1.0,1.5522748523020742e-17,0,-211686.97021726563,0.03001032114843838,-6.17092597407396,-2.90561985162498
17,-9.529478615009314e-05,0.45104892920898504,2.1674526598289523,0.4830068446937738,-inf,0.0,3.4693877551020407,1.0,7.345472177648771e-17,0,-211686.94262299658,0.05760459019802511,-6.17092597407396,-2.701538218971919
18,-0.00015472553074691948,0.4741361802821432,2.1393675091713606,0.5073412103083125,-inf,0.0,3.673469387755102,1.0,3.245626614123467e-17,0,-211686.90735560056,0.09287198621314019,-6.17092597407396,-2.497456586318858
19,-0.00017659711140930576,0.4647121929331744,2.097657545775087,0.5362457396662569,-inf,0.0,3.8775510204081636,0.9390571002348291,0.06094289976517083,0,-211686.87385452897,0.12637305780663155,-6.17092597407396,-2.293374953665797
20,-0.00010679329568763714,0.2782764803922766,2.0429143023021776,0.5822739025327877,-inf,0.0,4.081632653061225,0.2731505400609158,0.7268494599390841,0,-211686.87833300637,0.12189458039938472,-6.17092597407396,-2.089293321012736
21,-6.197044913021802e-05,0.21723626420703648,1.993118036531509,0.5976152300604554,-inf,0.0,4.285714285714286,7.974004907361253e-17,1.0,0,-211686.90404127442,0.09618631235207431,-6.17092597407396,-1.885211688359675
22,-3.591973665001216e-05,0.21289402563240878,1.9714334942155467,0.5881228076637444,-inf,0.0,4.4897959183673475,7.478493225056406e-17,0.9999999999999999,0,-211686.87697986976,0.12324771701241843,-6.17092597407396,-1.6811300557066122
23,-2.3474743044939755e-05,0.20931681890728696,1.9704551871822897,0.5684249169254513,-inf,0.0,4.6938775510204085,9.994293688247113e-17,0.9999999999999999,0,-211686.85923597764,0.1409916091361083,-6.17092597407396,-1.4770484230535512
