,bkg_norm,signal_norm,e_cut,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,4.911512818173568e-06,0.0004352260534867467,3.49977718788889,-inf,0.0,0.0,0.3333333333333333,0.6666666666666666,0,-212757.86465748295,3.078917507082224e-05,-6.17092597407396,-6.17092597407396
1,5.38156652106763e-06,0.0004689573391752683,3.499759766693613,-inf,0.0,0.0707070707070707,0.3333333333333333,0.6666666666666666,0,-212757.86465221253,3.6059587728232145e-05,-6.17092597407396,-6.100218903366889
2,5.864587416505658e-06,0.0005104002927355055,3.499738566101349,-inf,0.0,0.1414141414141414,0.3333333333333333,0.6666666666666666,0,-212757.8646454818,4.279031418263912e-05,-6.17092597407396,-6.029511832659818
3,6.350841895554009e-06,0.0005632887442317038,3.499710778844305,-inf,0.0,0.2121212121212121,0.3333333333333333,0.6666666666666666,0,-212757.86463683302,5.143909947946668e-05,-6.17092597407396,-5.958804761952747
4,6.976519279250916e-06,0.0006228656552648644,3.4996804079031354,-inf,0.0,0.2828282828282828,0.3333333333333333,0.6666666666666666,0,-212757.86462564504,6.262707756832242e-05,-6.17092597407396,-5.888097691245678
5,7.766887065348673e-06,0.0006910379217051077,3.499645444130627,-inf,0.0,0.35353535353535354,0.3333333333333333,0.6666666666666666,0,-212757.86461108943,7.718268898315728e-05,-6.17092597407396,-5.817390620538607
6,8.770533992063604e-06,0.0007675249373166207,3.4996071466461536,-inf,0.0,0.4242424242424242,0.3333333333333333,0.6666666666666666,0,-212757.86459204112,9.62310004979372e-05,-6.17092597407396,-5.746683549831536
7,9.823867106783576e-06,0.0008627352848283268,3.499558661800233,-inf,0.0,0.4949494949494949,0.3333333333333333,0.6666666666666666,0,-212757.8645669759,0.0001212962088175118,-6.17092597407396,-5.675976479124465
8,1.1047593282843081e-05,0.0009762239792795348,3.4995004889894497,-inf,0.0,0.5656565656565656,0.3333333333333333,0.6666666666666666,0,-212757.8645338292,0.0001544429105706513,-6.17092597407396,-5.605269408417394
9,1.2449725765049459e-05,0.001111433575052321,3.499430094633442,-inf,0.0,0.6363636363636364,0.3333333333333333,0.6666666666666666,0,-212757.86448978982,0.0001984823029488325,-6.17092597407396,-5.534562337710323
10,1.4347070058284584e-05,0.0012585723420798069,3.499356160177102,-inf,0.0,0.7070707070707071,0.3333333333333333,0.6666666666666666,0,-212757.86443107703,0.000257195089943707,-6.17092597407396,-5.463855267003252
11,1.6367280487042664e-05,0.0014407122131369242,3.499263641367101,-inf,0.0,0.7777777777777778,0.3333333333333333,0.6666666666666666,0,-212757.8643524875,0.0003357846289873123,-6.17092597407396,-5.393148196296181
12,1.8722106092828544e-05,0.0016559328371898833,3.4991529963416736,-inf,0.0,0.8484848484848484,0.3333333333333333,0.6666666666666666,0,-212757.8642469885,0.00044128362787887454,-6.17092597407396,-5.322441125589112
13,2.1620181517308274e-05,0.0019015461308589418,3.4990287322672065,-inf,0.0,0.9191919191919191,0.3333333333333333,0.6666666666666666,0,-212757.86410502438,0.000583247747272253,-6.17092597407396,-5.251734054882041
14,2.4851560204328093e-05,0.0021990719210984084,3.4988766734789905,-inf,0.0,0.9898989898989898,0.3333333333333333,0.6666666666666666,0,-212757.8639136243,0.0007746478368062526,-6.17092597407396,-5.18102698417497
15,2.880188007245824e-05,0.002538593205642193,3.498705608622208,-inf,0.0,1.0606060606060606,0.3333333333333333,0.6666666666666666,0,-212757.86365520267,0.0010330694494768977,-6.17092597407396,-5.110319913467899
16,3.3286107608631776e-05,0.002945785734654727,3.4984980302674855,-inf,0.0,1.1313131313131313,0.3333333333333333,0.6666666666666666,0,-212757.8633060151,0.001382257032673806,-6.17092597407396,-5.039612842760828
17,3.8574955685679926e-05,0.0034224280498483554,3.4982547851571715,-inf,0.0,1.202020202020202,0.3333333333333333,0.6666666666666666,0,-212757.86283400896,0.0018542631587479264,-6.17092597407396,-4.968905772053757
18,4.473362658711641e-05,0.00397832115817871,3.4979746419062536,-inf,0.0,1.2727272727272727,0.3333333333333333,0.6666666666666666,0,-212757.86219614954,0.002492122584953904,-6.17092597407396,-4.898198701346686
19,5.184701213285354e-05,0.004638184854335115,3.4976385240151635,-inf,0.0,1.3434343434343434,0.3333333333333333,0.6666666666666666,0,-212757.8613348559,0.003353416221216321,-6.17092597407396,-4.827491630639617
20,6.029253382327823e-05,0.005397807242360154,3.497257907174041,-inf,0.0,1.4141414141414141,0.3333333333333333,0.6666666666666666,0,-212757.86017351988,0.004514752246905118,-6.17092597407396,-4.756784559932546
21,6.995521062614333e-05,0.006297956199833337,3.4968037903379523,-inf,0.0,1.4848484848484849,0.3333333333333333,0.6666666666666666,0,-212757.8586108275,0.006077444617403671,-6.17092597407396,-4.686077489225475
22,8.118127707094176e-05,0.007347983518009664,3.496276696753523,-inf,0.0,1.5555555555555556,0.3333333333333333,0.6666666666666666,0,-212757.85651383747,0.008174434653483331,-6.17092597407396,-4.615370418518404
23,9.420554579243082e-05,0.008572923843316923,3.4956643205826055,-inf,0.0,1.6262626262626263,0.3333333333333333,0.6666666666666666,0,-212757.85370970904,0.010978563077514991,-6.17092597407396,-4.544663347811333
24,0.00010923722926748599,0.010002529516052808,3.4949518930448766,-inf,0.0,1.6969696969696968,0.3333333333333333,0.6666666666666666,0,-212757.84997616423,0.014712107891682535,-6.17092597407396,-4.4739562771042625
25,0.00012635257097380135,0.011671987361463356,3.4941249882174796,-inf,0.0,1.7676767676767675,0.3333333333333333,0.6666666666666666,0,-212757.8450311357,0.019657136435853317,-6.17092597407396,-4.4032492063971915
26,0.00014608760678570928,0.013609823866459914,3.493169744935169,-inf,0.0,1.8383838383838382,0.3333333333333333,0.6666666666666666,0,-212757.8385223216,0.026165950519498438,-6.17092597407396,-4.332542135690122
27,0.00016808781597412283,0.01587833307527668,3.492056216496434,-inf,0.0,1.909090909090909,0.3333333333333333,0.6666666666666666,0,-212757.83001827734,0.034669994784053415,-6.17092597407396,-4.261835064983051
28,0.00019331486054376557,0.01848991213599729,3.4907883787768905,-inf,0.0,1.9797979797979797,0.3333333333333333,0.6666666666666666,0,-212757.81900310592,0.0456851662020199,-6.17092597407396,-4.1911279942759805
29,0.00022135181173605693,0.021523167715738124,3.4893247289411455,-inf,0.0,2.0505050505050506,0.3333333333333333,0.6666666666666666,0,-212757.80487831868,0.059809953439980745,-6.17092597407396,-4.1204209235689095
30,0.0002525732306900337,0.025017436793805914,3.487657588175751,-inf,0.0,2.121212121212121,0.3333333333333333,0.6666666666666666,0,-212757.7869764209,0.07771185121964663,-6.17092597407396,-4.049713852861839
31,0.00028678005749204307,0.029043426258525618,3.485757368649319,-inf,0.0,2.191919191919192,0.3333333333333333,0.6666666666666666,0,-212757.76459160566,0.10009666645783,-6.17092597407396,-3.9790067821547677
32,0.0003237513276902616,0.03366649301758587,3.4836022359731684,-inf,0.0,2.2626262626262625,0.3333333333333333,0.6666666666666666,0,-212757.73703408943,0.12765418269555084,-6.17092597407396,-3.9082997114476967
33,0.0003633124586895824,0.03894468134191863,3.4811811378829653,-inf,0.0,2.333333333333333,0.3333333333333333,0.6666666666666666,0,-212757.70371392887,0.16097434324910864,-6.17092597407396,-3.8375926407406276
34,0.00040452781186919455,0.04496021016174708,3.478467045061434,-inf,0.0,2.404040404040404,0.3333333333333333,0.6666666666666666,0,-212757.6642585362,0.20042973590898328,-6.17092597407396,-3.766885570033555
35,0.0004467168470864311,0.051771485028841734,3.47545596826413,-inf,0.0,2.4747474747474745,0.3333333333333333,0.6666666666666666,0,-212757.61866389285,0.24602437927387655,-6.17092597407396,-3.6961784993264857
36,0.0004885875608281174,0.059446290194527976,3.4721398112761945,-inf,0.0,2.5454545454545454,0.3333333333333333,0.6666666666666666,0,-212757.56747223082,0.29721604130463675,-6.17092597407396,-3.6254714286194147
37,0.0005284981384338482,0.06804005548140041,3.4685241680152594,-inf,0.0,2.616161616161616,0.3333333333333333,0.6666666666666666,0,-212757.51195815817,0.35273011395474896,-6.17092597407396,-3.554764357912344
38,0.0005645068611249226,0.07758983031270865,3.4646300453878127,-inf,0.0,2.686868686868687,0.3333333333333333,0.6666666666666666,0,-212757.454291081,0.41039719112450257,-6.17092597407396,-3.484057287205273
39,0.0005944902192548064,0.08810568321170215,3.4604993276378617,-inf,0.0,2.7575757575757573,0.3333333333333333,0.6666666666666666,0,-212757.39762600747,0.4670622646517586,-6.17092597407396,-3.413350216498202
40,0.0006158529491306014,0.09957521025777087,3.4561870925505938,-inf,0.0,2.8282828282828283,0.3333333333333333,0.6666666666666666,0,-212757.34606172942,0.5186265427037142,-6.17092597407396,-3.342643145791131
41,0.0006270188504810912,0.11191995097840589,3.451788522832164,-inf,0.0,2.898989898989899,0.3333333333333333,0.6666666666666666,0,-212757.3044023996,0.5602858725178521,-6.17092597407396,-3.27193607508406
