,bkg_norm,signal_norm,e_cut,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m1_tau1
0,2.0082749902095085e-06,-0.0009400061382683414,3.4999105944235045,0.0,0.0,-inf,0.31486147565654743,0.6851385243434526,0.0,-212738.79539921926,5.052861524745822e-06,-6.17092597407396,-6.17092597407396
1,2.2468173631944e-06,-0.0010022378845217458,3.49990022462344,0.0,0.0707070707070707,-inf,0.3134981846472636,0.6865018153527364,0.0,-212738.7953979779,6.294227205216885e-06,-6.100218903366889,-6.17092597407396
2,2.510414308609737e-06,-0.0009271385064641092,3.499887360854091,0.0,0.1414141414141414,-inf,0.3143297255148948,0.6856702744851053,0.0,-212738.7953963223,7.949827704578638e-06,-6.029511832659818,-6.17092597407396
3,2.8235674787722386e-06,-0.0008902203774774212,3.4998713509595705,0.0,0.2121212121212121,-inf,0.3144421206831642,0.6855578793168358,0.0,-212738.79539413683,1.0135292541235685e-05,-5.958804761952747,-6.17092597407396
4,3.2248293412674185e-06,-0.0007830197812396506,3.499855253522339,0.0,0.2828282828282828,-inf,0.31567983433236,0.68432016566764,0.0,-212738.79539121504,1.3057084288448095e-05,-5.888097691245678,-6.17092597407396
5,3.6637034040153713e-06,-0.0007967987333632277,3.499835551744189,0.0,0.35353535353535354,-inf,0.31480565845331354,0.6851943415466866,0.0,-212738.79538734173,1.6930396668612957e-05,-5.817390620538607,-6.17092597407396
6,4.174050406302685e-06,-0.0007773657248845802,3.499810411737664,0.0,0.4242424242424242,-inf,0.31433908044219927,0.6856609195578008,0.0,-212738.79538213927,2.213285188190639e-05,-5.746683549831536,-6.17092597407396
7,4.825021881047609e-06,-0.0006598191543700387,3.499783587743376,0.0,0.4949494949494949,-inf,0.31539605426392675,0.6846039457360733,0.0,-212738.79537510462,2.9167509637773037e-05,-5.675976479124465,-6.17092597407396
8,5.549071840779199e-06,-0.000539716569854037,3.499750116773521,0.0,0.5656565656565656,-inf,0.3163120668816995,0.6836879331183005,0.0,-212738.7953656096,3.866251790896058e-05,-5.605269408417394,-6.17092597407396
9,6.393839136116739e-06,-0.0005424055070230988,3.499711719763883,0.0,0.6363636363636364,-inf,0.3150174849036471,0.684982515096353,0.0,-212738.79535283218,5.143994349054992e-05,-5.534562337710323,-6.17092597407396
10,7.359738098065321e-06,-0.0005513662618024599,3.4996660999490126,0.0,0.7070707070707071,-inf,0.313385393741954,0.6866146062580459,0.0,-212738.7953355259,6.87462161295116e-05,-5.463855267003252,-6.17092597407396
11,8.590062023469603e-06,-0.00036559237623997676,3.499614488978623,0.0,0.7777777777777778,-inf,0.3147636846325532,0.6852363153674467,0.0,-212738.79531187608,9.239604696631432e-05,-5.393148196296181,-6.17092597407396
12,9.955993490492172e-06,-0.00013901982754152138,3.499549879067833,0.0,0.8484848484848484,-inf,0.3164502987865371,0.6835497012134629,0.0,-212738.79527969,0.0001245821185875684,-5.322441125589112,-6.17092597407396
13,1.1559113232467025e-05,3.43185775271125e-05,3.499476482228972,0.0,0.9191919191919191,-inf,0.3169290518534301,0.6830709481465699,0.0,-212738.79523597026,0.00016830186359584332,-5.251734054882041,-6.17092597407396
14,1.3832911956919163e-05,-1.0756943800756796e-05,3.4993923987018336,0.0,0.9898989898989898,-inf,0.31347662077116567,0.6865233792288344,0.0,-212738.7951768375,0.00022743461886420846,-5.18102698417497,-6.17092597407396
15,1.5663013545114404e-05,0.00015256543286141117,3.4992886848292057,0.0,1.0606060606060606,-inf,0.31279007814251814,0.6872099218574819,0.0,-212738.7950961089,0.0003081632312387228,-5.110319913467899,-6.17092597407396
16,1.8281664067161286e-05,0.00048283773662890177,3.499170822930438,0.0,1.1313131313131313,-inf,0.3144139718512369,0.6855860281487631,0.0,-212738.7949858594,0.00041841273196041584,-5.039612842760828,-6.17092597407396
17,2.164175624850601e-05,0.0008152736635176956,3.499032829258994,0.0,1.202020202020202,-inf,0.31545297155213187,0.6845470284478681,0.0,-212738.7948360284,0.0005682437331415713,-4.968905772053757,-6.17092597407396
18,2.4809304861576748e-05,0.001164069430290015,3.498868258088121,0.0,1.2727272727272727,-inf,0.31581235731684515,0.6841876426831549,0.0,-212738.79463284404,0.0007714280800428241,-4.898198701346686,-6.17092597407396
19,2.8871454414916464e-05,0.0014449878146365822,3.498674372575912,0.0,1.3434343434343434,-inf,0.31417577291230425,0.6858242270876957,0.0,-212738.7943582415,0.0010460306366439909,-4.827491630639617,-6.17092597407396
20,3.367640330888691e-05,0.0019869324995054525,3.498454393393291,0.0,1.4141414141414141,-inf,0.31589657758426043,0.6841034224157395,0.0,-212738.79398555317,0.001418718951754272,-4.756784559932546,-6.17092597407396
21,3.880246586358047e-05,0.002237919536733272,3.498184133439946,0.0,1.4848484848484849,-inf,0.31128936067375057,0.6887106393262497,0.0,-212738.79348720468,0.0019170674495398998,-4.686077489225475,-6.17092597407396
22,4.59105275420984e-05,0.0033264725842191557,3.497891807474244,0.0,1.5555555555555556,-inf,0.3195813933521448,0.6804186066478551,0.0,-212738.79280776027,0.002596511854790151,-4.615370418518404,-6.17092597407396
23,5.270929205347493e-05,0.002868029277219873,3.4975459030842746,0.0,1.6262626262626263,-inf,0.300467672819608,0.6995323271803919,0.0,-212738.79192916476,0.0034751073690131307,-4.544663347811333,-6.17092597407396
24,6.225869066220568e-05,0.00022871796467033642,3.497189169822718,0.0,1.6969696969696968,-inf,0.24445707622049812,0.7555429237795018,0.0,-212738.79082184643,0.004582425695843995,-4.4739562771042625,-6.17092597407396
25,6.880143901822193e-05,-0.005600946809008595,3.49674888292266,0.0,1.7676767676767675,-inf,0.13117765256529662,0.8688223474347034,0.0,-212738.7894944138,0.0059098583296872675,-4.4032492063971915,-6.17092597407396
26,8.134412545200363e-05,0.005084750811293656,3.496116839600853,0.0,1.8383838383838382,-inf,0.2894893863009915,0.7105106136990085,0.0,-212738.78712908152,0.00827519060112536,-4.332542135690122,-6.17092597407396
27,8.94455988194691e-05,-0.011077948854301167,3.495682968469325,0.0,1.909090909090909,-inf,7.101079568476085e-17,1.0,0.0,-212738.78539652348,0.010007748642237857,-4.261835064983051,-6.17092597407396
28,0.00010255961325320052,-0.009648493570433984,3.494985756500343,0.0,1.9797979797979797,-inf,2.8429798104976435e-16,0.9999999999999998,0.0,-212738.78223712326,0.013167148863431066,-4.1911279942759805,-6.17092597407396
