,bkg_norm,signal_norm,e_cut,decay_rate1,decay_rate2,decay_rate3,f_e,f_mu,f_tau,llh,delta_llh,m2_tau2,m3_tau3
0,4.975952393857879e-06,0.0004346753941709213,3.49977608155616,-inf,0.0,0.0,0.3333333333333333,0.6666666666666666,0,-212757.41307453028,0.0,-6.17092597407396,-6.17092597407396
1,5.401054691798594e-06,0.0004688861988671031,3.4997598742089067,-inf,0.0,0.0707070707070707,0.3333333333333333,0.6666666666666666,0,-212757.41306922227,5.308014806360006e-06,-6.17092597407396,-6.100218903366889
2,5.898827750806615e-06,0.0005088555298686966,3.4997403869861925,-inf,0.0,0.1414141414141414,0.3333333333333333,0.6666666666666666,0,-212757.41306243712,1.2093165423721075e-05,-6.17092597407396,-6.029511832659818
3,6.414299718007895e-06,0.0005611390692831039,3.4997126504234384,-inf,0.0,0.2121212121212121,0.3333333333333333,0.6666666666666666,0,-212757.41305372084,2.0809442503377795e-05,-6.17092597407396,-5.958804761952747
4,7.168653275656429e-06,0.0006159359794079885,3.4996852708938078,-inf,0.0,0.2828282828282828,0.3333333333333333,0.6666666666666666,0,-212757.41304244354,3.2086740247905254e-05,-6.17092597407396,-5.888097691245678
5,7.920839340803702e-06,0.0006855983379860214,3.4996491678131094,-inf,0.0,0.35353535353535354,0.3333333333333333,0.6666666666666666,0,-212757.41302777317,4.675710806623101e-05,-6.17092597407396,-5.817390620538607
6,8.78529389547e-06,0.000768426566484108,3.499606306494772,-inf,0.0,0.4242424242424242,0.3333333333333333,0.6666666666666666,0,-212757.413008571,6.595929153263569e-05,-6.17092597407396,-5.746683549831536
7,9.902420138127868e-06,0.0008617881790989868,3.4995587337866816,-inf,0.0,0.4949494949494949,0.3333333333333333,0.6666666666666666,0,-212757.41298330534,9.122493793256581e-05,-6.17092597407396,-5.675976479124465
8,1.122690352146707e-05,0.0009715593974243646,3.4995020980101637,-inf,0.0,0.5656565656565656,0.3333333333333333,0.6666666666666666,0,-212757.41294989057,0.00012463971506804228,-6.17092597407396,-5.605269408417394
9,1.2679075279617677e-05,0.0011029281720881662,3.4994358222589073,-inf,0.0,0.6363636363636364,0.3333333333333333,0.6666666666666666,0,-212757.41290551054,0.0001690197386778891,-6.17092597407396,-5.534562337710323
10,1.4461504417353336e-05,0.001255285772339374,3.499358657422063,-inf,0.0,0.7070707070707071,0.3333333333333333,0.6666666666666666,0,-212757.41284631507,0.00022821521270088851,-6.17092597407396,-5.463855267003252
11,1.647223552034797e-05,0.001438253897337819,3.499264314234735,-inf,0.0,0.7777777777777778,0.3333333333333333,0.6666666666666666,0,-212757.41276709075,0.00030743953539058566,-6.17092597407396,-5.393148196296181
12,1.898016630340258e-05,0.0016477052871699863,3.499157624985757,-inf,0.0,0.8484848484848484,0.3333333333333333,0.6666666666666666,0,-212757.41266073615,0.00041379412868991494,-6.17092597407396,-5.322441125589112
13,2.176131447187865e-05,0.001898352368726821,3.499030176349558,-inf,0.0,0.9191919191919191,0.3333333333333333,0.6666666666666666,0,-212757.41251761917,0.0005569111090153456,-6.17092597407396,-5.251734054882041
14,2.5019906051624975e-05,0.00219307445111965,3.4988801755796257,-inf,0.0,0.9898989898989898,0.3333333333333333,0.6666666666666666,0,-212757.4123246503,0.0007498799823224545,-6.17092597407396,-5.18102698417497
15,2.899469870398442e-05,0.0025366566755352744,3.498703299737731,-inf,0.0,1.0606060606060606,0.3333333333333333,0.6666666666666666,0,-212757.41206410027,0.0010104300163220614,-6.17092597407396,-5.110319913467899
16,3.347010938300388e-05,0.002942734303376322,3.4984982800228384,-inf,0.0,1.1313131313131313,0.3333333333333333,0.6666666666666666,0,-212757.41171201682,0.0013625134597532451,-6.17092597407396,-5.039612842760828
17,3.8819679500858435e-05,0.0034150454134129196,3.4982591498638578,-inf,0.0,1.202020202020202,0.3333333333333333,0.6666666666666666,0,-212757.41123606334,0.0018384669383522123,-6.17092597407396,-4.968905772053757
18,4.5052343710847464e-05,0.003971402547215824,3.4979768437219736,-inf,0.0,1.2727272727272727,0.3333333333333333,0.6666666666666666,0,-212757.41059281255,0.002481717732734978,-6.17092597407396,-4.898198701346686
19,5.2325727205200426e-05,0.004622803676366081,3.4976473610614187,-inf,0.0,1.3434343434343434,0.3333333333333333,0.6666666666666666,0,-212757.40972415422,0.003350376064190641,-6.17092597407396,-4.827491630639617
20,6.0697845322642395e-05,0.0053890872479898915,3.497259979337489,-inf,0.0,1.4141414141414141,0.3333333333333333,0.6666666666666666,0,-212757.40855273986,0.00452179042622447,-6.17092597407396,-4.756784559932546
21,7.05016294214259e-05,0.0062831750816095,3.496810522412217,-inf,0.0,1.4848484848484849,0.3333333333333333,0.6666666666666666,0,-212757.40697626345,0.0060982668364886194,-6.17092597407396,-4.686077489225475
22,8.188112917918465e-05,0.00732675610042972,3.496287612277662,-inf,0.0,1.5555555555555556,0.3333333333333333,0.6666666666666666,0,-212757.40486041945,0.00821411082870327,-6.17092597407396,-4.615370418518404
23,9.496383334729896e-05,0.008551920108443769,3.4956740272511575,-inf,0.0,1.6262626262626263,0.3333333333333333,0.6666666666666666,0,-212757.4020305058,0.011044024489820004,-6.17092597407396,-4.544663347811333
24,0.0001100682630843109,0.00997937030991151,3.494962223635614,-inf,0.0,1.6969696969696968,0.3333333333333333,0.6666666666666666,0,-212757.39826171054,0.014812819747021422,-6.17092597407396,-4.4739562771042625
